Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",22y 318d,90 (45-1-44 50.56%),6 (0.07),←,
14,"Bedford, Toby",23y 343d,45 (31-0-14 68.89%),26 (0.58),27 (19-0-8 70.37%),17 (0.63)
32,"Briggs, Kieren",24y 211d,34 (22-0-12 64.71%),7 (0.21),←,
46,"Brown, Callum",23y 263d,37 (21-0-16 56.76%),40 (1.08),←,
44,"Buckley, Jack",26y 139d,51 (28-1-22 55.88%),1 (0.02),←,
5,"Cadman, Aaron",20y 62d,20 (13-0-7 65.00%),19 (0.95),←,
17,"Callaghan, Finn",21y 8d,33 (18-0-15 54.55%),6 (0.18),←,
16,"Daniels, Brent",25y 56d,90 (51-0-39 56.67%),58 (0.64),←,
4,"Greene, Toby",30y 222d,222 (106-2-114 48.20%),340 (1.53),←,
12,"Green, Tom",23y 102d,75 (36-1-38 48.67%),31 (0.41),←,
27,"Himmelberg, Harry",27y 362d,160 (88-2-70 55.63%),161 (1.01),←,
23,"Hogan, Jesse",29y 82d,148 (70-0-78 47.30%),298 (2.01),58 (29-0-29 50.00%),128 (2.21)
39,"Idun, Connor",23y 280d,76 (39-1-36 51.97%),,←,
2,"Jones, Darcy",20y 31d,2 (1-0-1 50.00%),3 (1.50),←,
22,"Kelly, Josh",29y 82d,206 (110-3-93 54.13%),133 (0.65),←,
20,"Peatling, James",23y 257d,32 (14-0-18 43.75%),12 (0.38),←,
36,"Perryman, Harry",25y 137d,115 (60-1-54 52.61%),27 (0.23),←,
26,"Riccardi, Jake",24y 179d,58 (30-0-28 51.72%),74 (1.28),←,
15,"Taylor, Sam",24y 365d,99 (55-0-44 55.56%),1 (0.01),←,
28,"Thomas, Harvey",18y 270d,8 (6-0-2 75.00%),4 (0.50),←,
8,"Ward, Callan",34y 24d,299 (134-4-161 45.48%),144 (0.48),239 (102-4-133 43.51%),111 (0.46)
10,"Wehr, Jacob",25y 304d,22 (11-0-11 50.00%),4 (0.18),←,
6,"Whitfield, Lachie",29y 291d,217 (108-4-105 50.69%),71 (0.33),←,
Totals,Totals,25y 64d,2139 (1097-20-1022 51.29%),1466 (0.69),,
C,"Kingsley, Adam",48y 258d,34 (21-0-13 61.76%),,←,
