Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",30y 61d,134 (85-1-48 63.81%),8 (0.06),116 (78-1-37 67.67%),4 (0.03)
20,"Brogan, Dean",26y 270d,68 (49-1-18 72.79%),29 (0.43),←,
7,"Burgoyne, Peter",27y 224d,174 (102-3-69 59.48%),172 (0.99),←,
8,"Burgoyne, Shaun",22y 324d,82 (63-0-19 76.83%),85 (1.04),←,
25,"Cassisi, Domenic",22y 353d,67 (47-1-19 70.90%),31 (0.46),←,
30,"Chaplin, Troy",19y 199d,9 (5-1-3 61.11%),,←,
35,"Cornes, Chad",25y 302d,141 (92-1-48 65.60%),118 (0.84),←,
18,"Cornes, Kane",22y 248d,93 (64-1-28 69.35%),46 (0.49),←,
17,"Dew, Stuart",26y 23d,160 (94-3-63 59.69%),227 (1.42),←,
10,"Francou, Josh",31y 34d,156 (81-4-71 53.21%),72 (0.46),←,
29,"Kingsley, Adam",30y 21d,165 (97-3-65 59.70%),47 (0.28),←,
5,"Lade, Brendon",29y 62d,148 (87-3-58 59.80%),123 (0.83),←,
22,"Mahoney, Josh",27y 314d,67 (35-0-32 52.24%),54 (0.81),37 (25-0-12 67.57%),44 (1.19)
3,"Montgomery, Brett",32y 101d,186 (118-3-65 64.25%),105 (0.56),126 (78-2-46 62.70%),51 (0.40)
41,"Pearce, Danyle",19y 156d,7 (4-0-3 57.14%),6 (0.86),←,
36,"Pettigrew, Michael",20y 178d,15 (8-0-7 53.33%),11 (0.73),←,
15,"Pickett, Byron",28y 30d,175 (115-0-60 65.71%),161 (0.92),55 (41-0-14 74.55%),80 (1.45)
16,"Tredrea, Warren",26y 260d,179 (108-2-69 60.89%),409 (2.28),←,
2,"Wakelin, Darryl",31y 30d,226 (129-2-95 57.52%),12 (0.05),111 (76-1-34 68.92%),4 (0.04)
42,"Walsh, Peter",29y 48d,127 (63-1-63 50.00%),34 (0.27),23 (12-1-10 54.35%),3 (0.13)
4,"Wanganeen, Gavin",32y 84d,299 (179-6-114 60.87%),201 (0.67),172 (106-3-63 62.50%),138 (0.80)
21,"Wilson, Michael",28y 293d,152 (82-4-66 55.26%),44 (0.29),←,
Totals,Totals,26y 314d,2830 (1707-40-1083 60.32%),1995 (0.70),,
C,"Williams, Mark",47y 20d,167 (104-2-61 62.87%),,←,
