Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 104d,71 (30-2-39 43.66%),40 (0.56),←,
50,"Ballantyne, Jon",22y 251d,10 (5-0-5 50.00%),24 (2.40),←,
35,"Baxter, Darren",27y 17d,107 (48-3-56 46.26%),17 (0.16),←,
6,"Campbell, Tony",24y 236d,78 (41-0-37 52.56%),61 (0.78),3 (2-0-1 66.67%),
1,"Charles, Justin",21y 190d,30 (15-1-14 51.67%),20 (0.67),←,
20,"Coleman, Glenn",31y 62d,168 (89-2-77 53.57%),93 (0.55),43 (21-1-21 50.00%),29 (0.67)
11,"Corcoran, Shannon",21y 43d,10 (5-0-5 50.00%),,←,
32,"Foster, Peter",31y 308d,153 (79-3-71 52.61%),56 (0.37),146 (76-3-67 53.08%),54 (0.37)
29,"Grant, Chris",19y 114d,38 (19-1-18 51.32%),74 (1.95),←,
7,"Hawkins, Doug",31y 336d,268 (108-4-156 41.04%),170 (0.63),←,
10,"Hunter, Mark",26y 215d,63 (26-2-35 42.86%),2 (0.03),←,
4,"Kellett, Nigel",22y 109d,23 (10-0-13 43.48%),5 (0.22),←,
21,"Kolyniuk, Steven",21y 275d,46 (22-1-23 48.91%),52 (1.13),←,
39,"Liberatore, Tony",26y 54d,62 (33-1-28 54.03%),37 (0.60),←,
27,"Macpherson, Stephen",27y 125d,141 (66-3-72 47.87%),136 (0.96),←,
34,"Sexton, Ben",19y 159d,7 (3-1-3 50.00%),10 (1.43),←,
31,"Smith, Rohan",18y 310d,3 (2-0-1 66.67%),3 (1.00),←,
8,"Toohey, Bernard",29y 47d,226 (112-1-113 49.78%),112 (0.50),3 (2-0-1 66.67%),1 (0.33)
24,"Wallis, Stephen",27y 161d,180 (92-2-86 51.67%),40 (0.22),←,
15,"Wynd, Scott",22y 71d,58 (25-1-32 43.97%),11 (0.19),←,
Totals,Totals,24y 287d,1742 (830-28-884 47.65%),963 (0.55),,
C,"Wheeler, Terry",37y 23d,47 (23-1-23 50.00%),,←,
