Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",5,2,7,12,1,,,1.0,,,,,,2.0,,,,,,,,,
17,"Bartlett, Trent",12,6,5,17,,,,1.0,,,,,3.0,2.0,,,,,,,,,
1,"Champion, Richard",6,1,3,9,,,,2.0,,,,,3.0,1.0,,,,,,,,,
16,"Clarke, Matthew",9,3,6,15,,,41.0,,,,,,2.0,3.0,3.0,,,,,,,,
14,"Dickfos, Danny",8,2,5,13,,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",15,7,11,26,2,,,2.0,,,,,3.0,2.0,1.0,,,,,,,,
8,"Gowers, Andrew",12,3,1,13,,,,1.0,,,,,3.0,1.0,,,,,,,,,
32,"Hart, Shaun",13,3,2,15,2,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
29,"Johnson, Troy",,,,,,,,,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",12,6,1,13,,,,,,,,,,2.0,,,,,,,,,
18,"Lambert, Craig",13,1,13,26,,,1.0,3.0,,,,,1.0,3.0,,,,,,,,,
44,"Lappin, Nigel",11,,6,17,,,,,,,,,,1.0,,,,,,,,,
23,"Leppitsch, Justin",6,2,,6,2,3.0,,1.0,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",6,4,2,8,4,1.0,,1.0,,,,,,,,,,,,,,,
42,"Lynch, Tristan",6,2,3,9,,,,,,,,,,1.0,,,,,,,,,
2,"McAdam, Gilbert",4,2,8,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",1,1,1,2,1,,1.0,,,,,,,,,,,,,,,,
22,"Scott, Chris",7,2,9,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
38,"Scott, Dion",6,5,3,9,,,,1.0,,,,,,,,,,,,,,,
3,"Voss, Michael",17,2,8,25,,,,3.0,,,,,1.0,1.0,2.0,,,,,,,,
33,"White, Darryl",11,7,8,19,4,1.0,,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,61,102,282,16,7.0,43.0,26.0,,,,,21.0,26.0,6.0,,,,,,,,
Opposition,Opposition,181,69,100,281,11,11.0,16.0,30.0,,,,,26.0,21.0,,,,,,,,,
