Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
14,"Armstrong, Matt",27y 32d,112 (48-0-64 42.86%),62 (0.55),←,
19,"Bain, David",27y 335d,88 (18-1-69 21.02%),44 (0.50),2 (1-0-1 50.00%),
32,"Baldwin, Jason",24y 146d,74 (32-0-42 43.24%),15 (0.20),←,
5,"Barker, John",19y 42d,1 (1-0-0 100.00%),,←,
34,"Boyd, Brad",22y 235d,16 (9-0-7 56.25%),7 (0.44),←,
18,"Dunstan, Michael",23y 21d,22 (11-0-11 50.00%),23 (1.05),←,
17,"Hawking, Simon",21y 28d,9 (6-0-3 66.67%),,←,
10,"Hogg, Jeff",27y 169d,146 (42-0-104 28.77%),309 (2.12),2 (1-0-1 50.00%),3 (1.50)
2,"Johnson, Chris",17y 307d,1 (1-0-0 100.00%),1 (1.00),←,
26,"Johnston, David",24y 357d,61 (28-0-33 45.90%),7 (0.11),20 (7-0-13 35.00%),1 (0.05)
29,"Lyon, Ross",27y 145d,111 (38-0-73 34.23%),102 (0.92),←,
30,"Manson, James",27y 151d,139 (78-3-58 57.19%),114 (0.82),19 (8-0-11 42.11%),8 (0.42)
25,"McCarthy, John",27y 3d,113 (48-1-64 42.92%),144 (1.27),21 (10-0-11 47.62%),43 (2.05)
11,"McGregor, Anthony",21y 271d,10 (6-0-4 60.00%),6 (0.60),←,
7,"Molloy, Jarrod",17y 325d,1 (1-0-0 100.00%),,←,
4,"Paxman, Stephen",23y 119d,43 (17-0-26 39.53%),8 (0.19),←,
1,"Roos, Paul",30y 279d,249 (106-0-143 42.57%),256 (1.03),←,
21,"Sporn, Kieran",27y 217d,74 (44-1-29 60.14%),66 (0.89),2 (1-0-1 50.00%),1 (0.50)
22,"Stretch, Steven",30y 87d,166 (91-1-74 55.12%),71 (0.43),2 (1-0-1 50.00%),
8,"Wynd, Jim",29y 142d,117 (46-0-71 39.32%),54 (0.46),←,
16,"Zanotti, Mark",29y 145d,121 (38-0-83 31.40%),16 (0.13),21 (10-0-11 47.62%),5 (0.24)
Totals,Totals,25y 48d,1674 (709-7-958 42.35%),1305 (0.78),,
C,"Shaw, Robert",39y 86d,66 (24-0-42 36.36%),,←,
