Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
32,"Dangerfield, Patrick",21y 39d,49 (25-0-24 51.02%),59 (1.20),←,
11,"Doughty, Michael",31y 282d,193 (114-0-79 59.07%),43 (0.22),←,
26,"Douglas, Richard",24y 97d,85 (44-0-41 51.76%),59 (0.69),←,
6,"Gunston, Jack",19y 210d,3 (2-0-1 66.67%),2 (0.67),←,
45,"Henderson, Ricky",22y 245d,19 (9-0-10 47.37%),17 (0.89),←,
24,"Jacobs, Sam",23y 34d,21 (9-0-12 42.86%),3 (0.14),4 (2-0-2 50.00%),
10,"Jaensch, Matthew",21y 238d,17 (8-0-9 47.06%),10 (0.59),←,
18,"Johncock, Graham",28y 205d,191 (107-0-84 56.02%),94 (0.49),←,
21,"Knights, Chris",24y 231d,82 (46-0-36 56.10%),62 (0.76),←,
35,"McKernan, Shaun",20y 255d,8 (4-0-4 50.00%),9 (1.13),←,
3,"Reilly, Brent",27y 183d,142 (78-0-64 54.93%),46 (0.32),←,
25,"Rutten, Ben",27y 351d,155 (91-0-64 58.71%),6 (0.04),←,
46,"Schmidt, Chris",22y 55d,17 (5-1-11 32.35%),,15 (5-0-10 33.33%),
29,"Sellar, James",22y 51d,17 (11-0-6 64.71%),3 (0.18),←,
9,"Sloane, Rory",21y 58d,18 (10-0-8 55.56%),7 (0.39),←,
33,"Smith, Brodie",19y 120d,7 (3-0-4 42.86%),,←,
1,"Tambling, Richard",24y 244d,113 (44-3-66 40.27%),61 (0.54),5 (3-0-2 60.00%),
28,"Thompson, Luke",20y 95d,5 (2-0-3 40.00%),2 (0.40),←,
5,"Thompson, Scott",28y 61d,183 (103-0-80 56.28%),125 (0.68),144 (85-0-59 59.03%),108 (0.75)
4,"Tippett, Kurt",24y 6d,71 (36-0-35 50.70%),130 (1.83),←,
7,"van Berlo, Nathan",24y 342d,123 (72-0-51 58.54%),34 (0.28),←,
47,"Wright, Matthew",21y 151d,4 (2-0-2 50.00%),3 (0.75),←,
Totals,Totals,23y 261d,1523 (825-4-694 54.17%),775 (0.51),,
C,"Craig, Neil",55y 123d,157 (91-0-66 57.96%),,←,
