Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
9,"Acres, Blake",24y 294d,78 (30-1-47 39.10%),29 (0.37),3 (1-0-2 33.33%),
11,"Aish, James",24y 262d,90 (35-0-55 38.89%),23 (0.26),8 (2-0-6 25.00%),
41,"Banfield, Bailey",22y 152d,32 (11-0-21 34.38%),9 (0.28),←,
34,"Bewley, Brett",25y 104d,15 (6-0-9 40.00%),4 (0.27),←,
8,"Brayshaw, Andrew",20y 262d,47 (17-0-30 36.17%),12 (0.26),←,
5,"Cerra, Adam",20y 294d,49 (18-0-31 36.73%),9 (0.18),←,
6,"Conca, Reece",27y 350d,132 (68-1-63 51.89%),25 (0.19),28 (10-0-18 35.71%),2 (0.07)
4,"Darcy, Sean",22y 45d,32 (9-0-23 28.13%),8 (0.25),←,
44,"Duman, Taylin",22y 100d,30 (12-0-18 40.00%),1 (0.03),←,
43,"Frederick, Michael",20y 71d,2 (0-0-2 0.00%),1 (0.50),←,
15,"Hughes, Ethan",25y 233d,58 (20-0-38 34.48%),4 (0.07),←,
37,"Lobb, Rory",27y 169d,97 (51-2-44 53.61%),84 (0.87),23 (9-0-14 39.13%),20 (0.87)
3,"Matera, Brandon",28y 138d,143 (46-1-96 32.52%),170 (1.19),42 (15-0-27 35.71%),46 (1.10)
16,"Mundy, David",35y 7d,323 (162-1-160 50.31%),137 (0.42),←,
13,"Ryan, Luke",24y 172d,57 (20-0-37 35.09%),3 (0.05),←,
28,"Schultz, Lachie",22y 240d,15 (4-0-11 26.67%),8 (0.53),←,
22,"Serong, Caleb",19y 169d,5 (2-0-3 40.00%),2 (0.40),←,
20,"Taberner, Matthew",27y 40d,79 (35-0-44 44.30%),87 (1.10),←,
18,"Tucker, Darcy",23y 186d,78 (24-0-54 30.77%),33 (0.42),←,
10,"Walters, Michael",29y 202d,159 (77-1-81 48.74%),269 (1.69),←,
45,"Watson, Tobe",22y 237d,1 (0-0-1 0.00%),,←,
14,"Wilson, Nathan",27y 202d,122 (57-2-63 47.54%),17 (0.14),45 (17-0-28 37.78%),1 (0.02)
Totals,Totals,24y 278d,1644 (704-9-931 42.82%),935 (0.57),,
C,"Longmuir, Justin",39y 188d,8 (2-0-6 25.00%),,←,
