Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",9,6,1,10,,,,1.0,4.0,2.0,,,,2.0,,,,,,,,,
16,"Bone, Randall",2,1,1,3,,1.0,4.0,,,,,,,1.0,,,,,,,,,
1,"Chapman, Nathan",1,1,1,2,1,,,2.0,,,,1.0,,,,,,,,,,,
17,"Chick, Daniel",10,3,2,12,4,,,2.0,,4.0,3.0,,1.0,2.0,,,,,,,,,
9,"Crawford, Shane",9,,5,14,,,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,
24,"Croad, Trent",2,3,,2,1,,,1.0,,1.0,,,,1.0,,,,,,,,,
32,"Dixon, Ben",4,2,1,5,2,,,2.0,,1.0,,1.0,,,,,,,,,,,
34,"Graham, Mark",14,7,5,19,1,,5.0,2.0,3.0,6.0,3.0,3.0,,2.0,,,,,,,,,
5,"Harford, Daniel",9,4,4,13,,,,3.0,2.0,2.0,,2.0,,2.0,,,,,,,,,
13,"Hassall, Jon",1,,1,2,,,,,,1.0,,,,,,,,,,,,,
3,"Hay, Jonathan",12,7,2,14,,,,1.0,9.0,,2.0,1.0,1.0,1.0,,,,,,,,,
2,"Holland, Nick",17,9,4,21,3,1.0,11.0,,2.0,3.0,6.0,2.0,2.0,1.0,1.0,,,,,,,,
38,"Kilmartin, Haydon",,,,,,,,,,,,,,,,,,,,,,,
14,"Krummel, Brendan",4,2,4,8,1,1.0,,1.0,,2.0,,,2.0,,,,,,,,,,
12,"Lawrence, Stephen",6,,,6,,,2.0,1.0,4.0,1.0,1.0,,2.0,1.0,,,,,,,,,
37,"Lekkas, Angelo",16,9,4,20,1,2.0,,4.0,1.0,3.0,2.0,4.0,1.0,2.0,,,,,,,,,
18,"Lloyd, Brad",12,5,8,20,1,1.0,,6.0,,,1.0,1.0,4.0,,,,,,,,,,
15,"Lord, Aaron",7,2,4,11,,,,,,3.0,2.0,1.0,1.0,,,,,,,,,,
7,"McCabe, Luke",11,4,5,16,,,,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,
6,"Taylor, Richard",11,,3,14,,,,4.0,2.0,5.0,4.0,2.0,,2.0,,,,,,,,,
8,"Treleven, Craig",18,4,9,27,,,,1.0,3.0,5.0,10.0,5.0,,2.0,,,,,,,,,
30,"Woods, Tony",9,2,5,14,,,,4.0,2.0,1.0,5.0,1.0,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,71,69,253,15,7.0,22.0,38.0,37.0,42.0,43.0,29.0,18.0,24.0,1.0,,,,,,,,
Opposition,Opposition,174,57,104,278,15,13.0,37.0,26.0,20.0,50.0,40.0,12.0,24.0,18.0,5.0,,,,,,,,
