Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",34y 229d,234 (137-1-96 58.76%),980 (4.19),228 (132-1-95 58.11%),970 (4.25)
6,"Barnes, John",26y 351d,100 (60-1-39 60.50%),41 (0.41),88 (54-0-34 61.36%),29 (0.33)
9,"Breuer, Shayne",23y 250d,58 (39-0-19 67.24%),72 (1.24),←,
16,"Brownless, Bill",29y 110d,184 (107-1-76 58.42%),429 (2.33),←,
8,"Burns, Ronnie",23y 65d,8 (5-0-3 62.50%),12 (1.50),←,
2,"Colbert, Leigh",20y 345d,50 (35-0-15 70.00%),14 (0.28),←,
7,"Couch, Paul",31y 303d,240 (142-0-98 59.17%),196 (0.82),←,
19,"Hall, Derek",25y 170d,22 (15-0-7 68.18%),17 (0.77),20 (13-0-7 65.00%),14 (0.70)
32,"Hocking, Garry",27y 222d,172 (101-1-70 59.01%),153 (0.89),←,
13,"Kilpatrick, Glenn",23y 262d,30 (16-0-14 53.33%),4 (0.13),4 (2-0-2 50.00%),
21,"Mansfield, Michael",24y 283d,105 (65-0-40 61.90%),52 (0.50),←,
17,"McGrath, Tim",25y 223d,110 (71-0-39 64.55%),10 (0.09),103 (67-0-36 65.05%),10 (0.10)
28,"McKinnon, Martin",20y 317d,33 (15-0-18 45.45%),12 (0.36),8 (5-0-3 62.50%),5 (0.63)
23,"Pickering, Liam",27y 251d,83 (49-0-34 59.04%),40 (0.48),61 (40-0-21 65.57%),32 (0.52)
15,"Riccardi, Peter",23y 152d,90 (60-0-30 66.67%),94 (1.04),←,
27,"Sanderson, Brenton",22y 80d,29 (17-0-12 58.62%),9 (0.31),19 (15-0-4 78.95%),4 (0.21)
12,"Sholl, Brad",23y 189d,34 (22-0-12 64.71%),1 (0.03),32 (22-0-10 68.75%),1 (0.03)
37,"Simpson, Sean",26y 31d,83 (52-0-31 62.65%),14 (0.17),76 (51-0-25 67.11%),13 (0.17)
26,"Stoneham, Barry",28y 98d,160 (96-1-63 60.31%),155 (0.97),←,
10,"Tanner, Grant",25y 298d,42 (28-0-14 66.67%),19 (0.45),←,
11,"Tudor, Leigh",26y 235d,61 (37-0-24 60.66%),49 (0.80),53 (34-0-19 64.15%),43 (0.81)
Totals,Totals,25y 300d,1928 (1169-5-754 60.63%),2373 (1.23),,
C,"Ayres, Gary",35y 232d,33 (23-0-10 69.70%),,←,
