Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
16,"Bramble, Lachlan",24y 47d,16 (5-2-9 37.50%),1 (0.06),←,
22,"Breust, Luke",31y 206d,250 (159-2-89 64.00%),461 (1.84),←,
30,"Butler, Sam",19y 115d,4 (1-0-3 25.00%),4 (1.00),←,
12,"Day, Will",21y,25 (6-0-19 24.00%),1 (0.04),←,
19,"Gunston, Jack",30y 232d,219 (134-1-84 61.42%),413 (1.89),205 (129-1-75 63.17%),393 (1.92)
15,"Hardwick, Blake",25y 120d,114 (52-2-60 46.49%),6 (0.05),←,
28,"Hartigan, Kyle",30y 210d,134 (72-2-60 54.48%),1 (0.01),21 (7-2-12 38.10%),
17,"Howe, Daniel",26y 183d,93 (46-3-44 51.08%),21 (0.23),←,
4,"Impey, Jarman",26y 331d,143 (69-0-74 48.25%),55 (0.38),68 (29-0-39 42.65%),21 (0.31)
9,"Jiath, Changkuoth",22y 357d,31 (10-0-21 32.26%),1 (0.03),←,
23,"Koschitzke, Jacob",21y 329d,28 (8-2-18 32.14%),40 (1.43),←,
2,"Lewis, Mitch",23y 234d,45 (16-2-27 37.78%),74 (1.64),←,
31,"Macdonald, Connor",19y 143d,11 (3-0-8 27.27%),6 (0.55),←,
3,"Mitchell, Tom",29y 5d,161 (83-3-75 52.48%),75 (0.47),96 (41-3-52 44.27%),37 (0.39)
13,"Moore, Dylan",22y 305d,42 (13-1-28 32.14%),48 (1.14),←,
1,"Morrison, Harry",23y 205d,68 (29-1-38 43.38%),15 (0.22),←,
11,"Nash, Conor",23y 312d,40 (18-1-21 46.25%),14 (0.35),←,
44,"Newcombe, Jai",20y 307d,19 (7-2-10 42.11%),4 (0.21),←,
10,"OMeara, Jaeger",28y 102d,133 (59-2-72 45.11%),65 (0.49),89 (41-2-46 47.19%),38 (0.43)
37,"Reeves, Ned",23y 217d,11 (4-1-6 40.91%),2 (0.18),←,
26,"Shiels, Liam",31y 37d,250 (155-3-92 62.60%),87 (0.35),←,
6,"Sicily, James",27y 150d,105 (54-1-50 51.90%),58 (0.55),←,
20,"Wingard, Chad",28y 311d,203 (98-2-103 48.77%),289 (1.42),56 (22-1-33 40.18%),57 (1.02)
Totals,Totals,25y 130d,2145 (1101-33-1011 51.33%),1741 (0.81),,
C,"Mitchell, Sam",39y 236d,12 (4-0-8 33.33%),,←,
