North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",24y 2d,46 (22-1-23 48.91%),36 (0.78),←,
4,"Anthony, Liam",24y 212d,32 (12-1-19 39.06%),17 (0.53),←,
18,"Atley, Shaun",19y 208d,18 (8-0-10 44.44%),3 (0.17),←,
3,"Bastinac, Ryan",20y 291d,36 (19-0-17 52.78%),12 (0.33),←,
33,"Campbell, Matt",25y 78d,69 (36-1-32 52.90%),70 (1.01),←,
10,"Cunnington, Ben",20y 283d,36 (17-0-19 47.22%),7 (0.19),←,
31,"Delaney, Cameron",19y 294d,1 (1-0-0 100.00%),,←,
27,"Edwards, Aaron",28y 37d,75 (40-1-34 54.00%),114 (1.52),71 (36-1-34 51.41%),112 (1.58)
11,"Firrito, Michael",28y 133d,172 (83-2-87 48.84%),27 (0.16),←,
22,"Goldstein, Todd",23y 282d,60 (29-1-30 49.17%),36 (0.60),←,
23,"Harper, Kieran",19y 298d,16 (9-0-7 56.25%),14 (0.88),←,
29,"Harvey, Brent",33y 330d,325 (174-3-148 54.00%),380 (1.17),←,
34,"Macmillan, Jamie",20y 198d,15 (9-0-6 60.00%),5 (0.33),←,
1,"McIntosh, Hamish",27y 217d,102 (44-2-56 44.12%),56 (0.55),←,
42,"McMahon, Scott",25y 311d,91 (44-1-46 48.90%),27 (0.30),←,
41,"Mullett, Aaron",20y 45d,5 (3-0-2 60.00%),2 (0.40),←,
20,"Petrie, Drew",29y 176d,201 (94-3-104 47.51%),207 (1.03),←,
9,"Swallow, Andrew",24y 311d,108 (48-1-59 44.91%),57 (0.53),←,
12,"Thomas, Lindsay",24y 40d,93 (41-2-50 45.16%),115 (1.24),←,
16,"Thompson, Scott",25y 335d,74 (29-2-43 40.54%),3 (0.04),←,
8,"Wells, Daniel",27y 65d,172 (86-2-84 50.58%),104 (0.60),←,
19,"Wright, Sam",21y 268d,34 (15-0-19 44.12%),35 (1.03),←,
Totals,Totals,24y 134d,1781 (863-23-895 48.46%),1327 (0.75),,
C,"Scott, Brad",35y 341d,46 (22-0-24 47.83%),,←,
