Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",25y 175d,95 (33-0-62 34.74%),77 (0.81),←,
7,"Black, Heath",21y 349d,55 (16-0-39 29.09%),31 (0.56),←,
40,"Bootsma, Brad",28y 133d,20 (5-0-15 25.00%),6 (0.30),←,
30,"Brown, Leigh",19y 78d,28 (8-0-20 28.57%),2 (0.07),←,
9,"Carr, Matthew",22y 134d,35 (7-1-27 21.43%),4 (0.11),7 (0-0-7 0.00%),2 (0.29)
10,"Cook, Troy",24y 273d,72 (32-0-40 44.44%),28 (0.39),29 (8-0-21 27.59%),17 (0.59)
12,"Dodd, Brad",24y 50d,49 (16-0-33 32.65%),22 (0.45),←,
18,"Fewster, Brendon",27y 128d,55 (24-0-31 43.64%),38 (0.69),22 (8-0-14 36.36%),11 (0.50)
2,"Fletcher, Adrian",31y 214d,217 (89-2-126 41.47%),94 (0.43),65 (18-0-47 27.69%),21 (0.32)
4,"Hasleby, Paul",19y 334d,28 (8-0-20 28.57%),22 (0.79),←,
5,"Jones, Anthony",26y 144d,63 (21-0-42 33.33%),3 (0.05),←,
11,"Kickett, Dale",33y 8d,163 (65-0-98 39.88%),60 (0.37),117 (42-0-75 35.90%),20 (0.17)
20,"Longmuir, Justin",20y 111d,20 (4-0-16 20.00%),12 (0.60),←,
21,"Longmuir, Troy",21y 352d,36 (11-0-25 30.56%),10 (0.28),19 (6-0-13 31.58%),7 (0.37)
8,"McManus, Shaun",25y 92d,86 (26-0-60 30.23%),50 (0.58),←,
25,"Norrish, Jason",29y 106d,122 (44-0-78 36.07%),22 (0.18),102 (32-0-70 31.37%),20 (0.20)
23,"Parker, Shane",28y 83d,113 (37-0-76 32.74%),8 (0.07),←,
29,"Pavlich, Matthew",19y 132d,25 (6-0-19 24.00%),26 (1.04),←,
36,"Prescott, Ashley",28y 243d,121 (55-1-65 45.87%),19 (0.16),31 (8-0-23 25.81%),4 (0.13)
27,"Schell, Daniel",21y 112d,8 (1-0-7 12.50%),1 (0.13),←,
33,"Shipp, Andrew",21y 306d,27 (7-0-20 25.93%),16 (0.59),←,
26,"Waterhouse, Clive",26y 323d,88 (29-0-59 32.95%),160 (1.82),←,
Totals,Totals,24y 326d,1526 (544-4-978 35.65%),711 (0.47),,
C,"Drum, Damian",40y 288d,51 (13-0-38 25.49%),,←,
