Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 74d,227 (140-0-87 61.67%),128 (0.56),←,
27,"Baird, John",22y 360d,25 (14-1-10 58.00%),5 (0.20),←,
16,"Brown, Leigh",21y 103d,74 (25-1-48 34.46%),28 (0.38),11 (6-1-4 59.09%),8 (0.73)
2,"Colbert, Leigh",27y 364d,167 (95-2-70 57.49%),63 (0.38),62 (33-1-28 54.03%),13 (0.21)
6,"Grant, Shannon",26y 48d,181 (107-2-72 59.67%),201 (1.11),123 (75-1-47 61.38%),163 (1.33)
39,"Harding, Leigh",22y 41d,35 (18-1-16 52.86%),57 (1.63),←,
4,"Harris, Daniel",21y 27d,18 (8-1-9 47.22%),4 (0.22),←,
29,"Harvey, Brent",25y 23d,140 (87-1-52 62.50%),164 (1.17),←,
21,"Jones, Corey",22y 100d,27 (12-0-15 44.44%),20 (0.74),←,
34,"King, David",31y 91d,209 (131-1-77 62.92%),125 (0.60),←,
35,"Makepeace, Troy",24y 92d,73 (38-1-34 52.74%),18 (0.25),←,
5,"McCartney, Jason",29y 84d,182 (100-0-82 54.95%),63 (0.35),107 (66-0-41 61.68%),15 (0.14)
32,"Morrell, Digby",23y 239d,36 (19-1-16 54.17%),45 (1.25),←,
20,"Petrie, Drew",20y 234d,30 (14-1-15 48.33%),23 (0.77),←,
17,"Porter, Mark",26y 238d,85 (43-1-41 51.18%),20 (0.24),30 (15-1-14 51.67%),7 (0.23)
30,"Robbins, Ben",26y 161d,83 (41-3-39 51.20%),17 (0.20),31 (16-1-14 53.23%),3 (0.10)
7,"Simpson, Adam",27y 110d,170 (108-1-61 63.82%),54 (0.32),←,
9,"Sinclair, Jess",24y 284d,94 (34-1-59 36.70%),46 (0.49),44 (21-1-22 48.86%),20 (0.45)
10,"Stevens, Anthony",31y 339d,263 (160-1-102 61.03%),118 (0.45),←,
1,"Watson, Ashley",19y 72d,4 (3-0-1 75.00%),,←,
36,"Watt, Shannon",22y 192d,37 (19-1-17 52.70%),4 (0.11),←,
8,"Wells, Daniel",18y 123d,7 (5-1-1 78.57%),3 (0.43),←,
Totals,Totals,24y 287d,2167 (1221-22-924 56.35%),1206 (0.56),,
C,"Laidley, Dani",36y 71d,11 (6-1-4 59.09%),,←,
