Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",11,5,6,17,1,,,1.0,1.0,4.0,2.0,5.0,,4.0,,6.0,13.0,,,1.0,2.0,,78.0
15,"Anderson, Noah",13,3,10,23,,,,8.0,4.0,10.0,9.0,6.0,1.0,1.0,,12.0,10.0,,,,1.0,,82.0
31,"Andrew, Mac",6,2,2,8,,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,4.0,,,5.0,,,85.0
2,"Atkins, Rory",13,3,7,20,,1.0,,1.0,5.0,2.0,,1.0,,,,3.0,9.0,,,2.0,,,79.0
10,"Ballard, Charlie",9,3,3,12,,,,2.0,3.0,,,4.0,1.0,1.0,,4.0,7.0,1.0,,4.0,,,92.0
16,"Berry, Tom",4,,6,10,,1.0,,2.0,,3.0,2.0,4.0,1.0,1.0,,5.0,6.0,,,4.0,,,77.0
33,"Clohesy, Sam",14,3,3,17,,,,2.0,6.0,3.0,1.0,5.0,,,,5.0,10.0,,,1.0,1.0,,85.0
25,"Collins, Sam",6,4,7,13,,,,2.0,5.0,1.0,2.0,3.0,1.0,,,10.0,4.0,2.0,,4.0,,,100.0
8,"Fiorini, Brayden",11,3,12,23,,,,4.0,1.0,3.0,2.0,4.0,,,,7.0,16.0,,,1.0,,,86.0
3,"Flanders, Sam",18,5,12,30,,,,4.0,8.0,1.0,5.0,5.0,4.0,3.0,,11.0,17.0,,,,1.0,,88.0
26,"Graham, Will",2,1,7,9,,,,8.0,,,1.0,,1.0,,,2.0,7.0,,,,,,78.0
7,"Holman, Nick",1,2,5,6,,,,7.0,,1.0,,2.0,,,,,6.0,,,,,1.0,75.0
34,"King, Ben",6,3,1,7,3,,,2.0,,3.0,,3.0,2.0,2.0,,6.0,1.0,2.0,2.0,,,,82.0
22 ↑,"Long, Ben",2,2,1,3,1,,,2.0,,1.0,,1.0,,,,1.0,3.0,,1.0,1.0,,,48.0
13,"Lukosius, Jack",9,4,4,13,,2.0,2.0,,,3.0,,4.0,,,,,12.0,,1.0,2.0,,1.0,78.0
11,"Miller, Touk",9,2,16,25,,2.0,,3.0,5.0,2.0,4.0,4.0,1.0,1.0,,11.0,15.0,,1.0,,,,80.0
27,"Powell, Wil",15,6,6,21,,,,,10.0,,,1.0,1.0,,,6.0,11.0,,,2.0,,,81.0
20 ↓,"Read, Ethan",1,1,3,4,,,1.0,,,1.0,,2.0,,1.0,,2.0,2.0,,,3.0,,1.0,34.0
29,"Rogers, Jake",2,,4,6,,,,3.0,,1.0,1.0,4.0,,2.0,,2.0,4.0,,,1.0,,,80.0
18,"Rowell, Matt",5,1,11,16,,,,4.0,3.0,5.0,2.0,4.0,1.0,2.0,,8.0,8.0,,,,,1.0,80.0
24,"Swallow, David",6,5,4,10,,,,2.0,1.0,1.0,,3.0,,,,2.0,9.0,1.0,,3.0,,,85.0
17,"Walter, Jed",3,1,2,5,1,1.0,,3.0,,,,2.0,1.0,1.0,,5.0,,1.0,1.0,,,,61.0
28,"Witts, Jarrod",1,1,5,6,,,41.0,1.0,1.0,,2.0,2.0,1.0,1.0,,4.0,1.0,1.0,,4.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,60,137,304,6,9.0,46.0,63.0,54.0,46.0,34.0,71.0,17.0,21.0,,115.0,175.0,8.0,6.0,38.0,5.0,4.0,
Opposition,Opposition,269,148,108,377,10,19.0,37.0,59.0,39.0,64.0,37.0,60.0,21.0,18.0,6.0,132.0,238.0,15.0,14.0,44.0,2.0,3.0,
