Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",25y 192d,107 (64-2-41 60.75%),30 (0.28),←,
21,"Barry, Leo",31y 13d,224 (130-1-93 58.26%),56 (0.25),←,
42,"Bevan, Paul",23y 248d,75 (45-2-28 61.33%),18 (0.24),←,
14,"Bird, Craig",19y 132d,10 (6-1-3 65.00%),3 (0.30),←,
6,"Bolton, Craig",28y 1d,160 (97-2-61 61.25%),25 (0.16),131 (80-2-49 61.83%),15 (0.11)
24,"Bolton, Jude",28y 78d,197 (109-3-85 56.09%),92 (0.47),←,
32,"Buchanan, Amon",25y 235d,98 (58-2-38 60.20%),50 (0.51),←,
10,"Everitt, Peter",34y 29d,279 (108-3-168 39.25%),383 (1.37),27 (15-1-11 57.41%),16 (0.59)
37,"Goodes, Adam",28y 145d,219 (121-3-95 55.94%),208 (0.95),←,
15,"Jack, Kieren",20y 339d,12 (6-1-5 54.17%),4 (0.33),←,
16,"Jolly, Darren",26y 208d,130 (71-2-57 55.38%),47 (0.36),82 (51-2-29 63.41%),36 (0.44)
17,"Kennelly, Tadhg",26y 336d,144 (91-1-52 63.54%),29 (0.20),←,
31,"Kirk, Brett",31y 220d,181 (103-3-75 57.73%),73 (0.40),←,
9,"Malceski, Nick",23y 291d,48 (34-1-13 71.88%),25 (0.52),←,
29,"Mattner, Martin",25y 300d,108 (66-1-41 61.57%),15 (0.14),10 (6-1-3 65.00%),1 (0.10)
3,"McVeigh, Jarrad",23y 55d,91 (54-2-35 60.44%),55 (0.60),←,
33,"Moore, Jarred",22y 87d,19 (12-1-6 65.79%),12 (0.63),←,
5,"OKeefe, Ryan",27y 129d,151 (89-2-60 59.60%),165 (1.09),←,
19,"OLoughlin, Michael",31y 102d,280 (161-4-115 58.21%),488 (1.74),←,
26,"Playfair, Henry",25y 131d,56 (32-1-23 58.04%),35 (0.63),4 (3-0-1 75.00%),6 (1.50)
25,"Richards, Ted",25y 142d,89 (52-2-35 59.55%),26 (0.29),56 (33-2-21 60.71%),7 (0.13)
30,"Roberts-Thomson, Lewis",24y 267d,84 (54-1-29 64.88%),9 (0.11),←,
Totals,Totals,26y 117d,2762 (1563-41-1158 56.59%),1848 (0.67),,
C,"Roos, Paul",44y 340d,142 (87-2-53 61.97%),,←,
