Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
3,"Berry, Sam",21y 35d,36 (13-0-23 36.11%),8 (0.22),←,
21,"Brown, Tyler",23y 100d,28 (14-1-13 51.79%),4 (0.14),1 (0-0-1 0.00%),
41,"Butts, Jordon",23y 78d,44 (15-0-29 34.09%),,←,
12,"Dawson, Jordan",25y 344d,87 (38-0-49 43.68%),44 (0.51),23 (8-0-15 34.78%),10 (0.43)
39,"Doedee, Tom",26y 18d,72 (24-0-48 33.33%),3 (0.04),←,
32,"Fogarty, Darcy",23y 175d,59 (19-0-40 32.20%),85 (1.44),←,
34,"Himmelberg, Elliott",24y 288d,39 (14-0-25 35.90%),41 (1.05),←,
20,"Hinge, Mitch",24y 266d,22 (9-0-13 40.91%),4 (0.18),19 (7-0-12 36.84%),3 (0.16)
2,"Keays, Ben",26y 24d,91 (24-0-67 26.37%),37 (0.41),61 (18-0-43 29.51%),26 (0.43)
29,"Laird, Rory",29y 80d,203 (102-1-100 50.49%),25 (0.12),←,
23,"McAdam, Shane",27y 295d,44 (16-0-28 36.36%),61 (1.39),←,
16,"Michalanney, Max",19y 21d,1 (0-0-1 0.00%),,←,
30,"Milera, Wayne",25y 186d,75 (39-1-35 52.67%),26 (0.35),←,
28,"Murray, Nick",22y 91d,30 (7-0-23 23.33%),1 (0.03),←,
43,"OBrien, Reilly",27y 211d,78 (28-0-50 35.90%),8 (0.10),←,
10,"Pedlar, Luke",20y 306d,6 (1-0-5 16.67%),2 (0.33),←,
8,"Rachele, Josh",19y 342d,14 (4-0-10 28.57%),20 (1.43),←,
22,"Rankine, Izak",22y 330d,49 (16-1-32 33.67%),59 (1.20),1 (0-0-1 0.00%),2 (2.00)
26,"Schoenberg, Harry",22y 26d,47 (16-0-31 34.04%),17 (0.36),←,
9,"Sloane, Rory",33y 2d,234 (124-1-109 53.21%),130 (0.56),←,
33,"Smith, Brodie",31y 64d,226 (117-1-108 51.99%),67 (0.30),←,
14,"Soligo, Jake",20y 53d,17 (5-0-12 29.41%),6 (0.35),←,
13,"Walker, Taylor",32y 328d,239 (121-1-117 50.84%),537 (2.25),←,
Totals,Totals,24y 334d,1741 (766-7-968 44.00%),1185 (0.68),,
C,"Nicks, Matthew",47y 310d,61 (18-0-43 29.51%),,←,
