Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",24y 101d,47 (23-0-24 48.94%),3 (0.06),←,
19,"Betts, Eddie",24y 127d,122 (43-2-77 36.07%),170 (1.39),←,
44,"Carrazzo, Andrew",27y 108d,124 (45-2-77 37.10%),37 (0.30),←,
35,"Curnow, Ed",21y 146d,2 (2-0-0 100.00%),2 (1.00),←,
34,"Duigan, Nick",26y 207d,2 (2-0-0 100.00%),,←,
38,"Garlett, Jeff",21y 242d,32 (19-0-13 59.38%),58 (1.81),←,
4,"Gibbs, Bryce",22y 18d,91 (39-0-52 42.86%),41 (0.45),←,
22,"Hampson, Shaun",23y 12d,37 (19-0-18 51.35%),12 (0.32),←,
5,"Judd, Chris",27y 206d,200 (118-2-80 59.50%),182 (0.91),66 (34-0-32 51.52%),44 (0.67)
15,"Laidler, Jeremy",21y 240d,4 (3-0-1 75.00%),,2 (2-0-0 100.00%),
3,"Murphy, Marc",23y 257d,104 (42-0-62 40.38%),84 (0.81),←,
12,"Robinson, Mitch",21y 299d,28 (16-0-12 57.14%),20 (0.71),←,
2,"Russell, Jordan",24y 147d,95 (39-1-55 41.58%),15 (0.16),←,
29,"Scotland, Heath",30y 255d,201 (77-1-123 38.56%),67 (0.33),148 (54-1-93 36.82%),55 (0.37)
6,"Simpson, Kade",26y 332d,135 (50-1-84 37.41%),80 (0.59),←,
32,"Thornton, Bret",27y 138d,163 (54-1-108 33.44%),12 (0.07),←,
30,"Waite, Jarrad",28y 57d,133 (42-2-89 32.33%),155 (1.17),←,
1,"Walker, Andrew",24y 319d,105 (32-2-71 31.43%),44 (0.42),←,
11,"Warnock, Robert",24y 73d,35 (18-0-17 51.43%),10 (0.29),14 (8-0-6 57.14%),6 (0.43)
10,"Watson, Matthew",18y 260d,1 (1-0-0 100.00%),,←,
43,"White, Simon",22y 289d,8 (6-0-2 75.00%),1 (0.13),←,
13,"Yarran, Chris",20y 104d,24 (11-0-13 45.83%),23 (0.96),←,
Totals,Totals,24y 96d,1693 (701-14-978 41.41%),1016 (0.60),,
C,"Ratten, Brett",39y 265d,76 (36-0-40 47.37%),,←,
