Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 9d,254 (154-0-100 60.63%),131 (0.52),←,
16,"Brown, Leigh",23y 38d,108 (42-1-65 39.35%),45 (0.42),45 (23-1-21 52.22%),25 (0.56)
2,"Colbert, Leigh",29y 299d,190 (108-2-80 57.37%),64 (0.34),85 (46-1-38 54.71%),14 (0.16)
24,"Firrito, Michael",21y 126d,20 (11-0-9 55.00%),5 (0.25),←,
6,"Grant, Shannon",27y 348d,216 (124-2-90 57.87%),236 (1.09),158 (92-1-65 58.54%),198 (1.25)
31,"Hale, David",20y 315d,16 (6-0-10 37.50%),6 (0.38),←,
4,"Harris, Daniel",22y 327d,49 (25-1-23 52.04%),18 (0.37),←,
29,"Harvey, Brent",26y 323d,173 (102-1-70 59.25%),207 (1.20),←,
21,"Jones, Corey",24y 35d,60 (28-0-32 46.67%),62 (1.03),←,
35,"Makepeace, Troy",26y 27d,106 (55-1-50 52.36%),27 (0.25),←,
20,"Petrie, Drew",22y 169d,65 (31-1-33 48.46%),59 (0.91),←,
25,"Picioane, Lance",24y 299d,64 (32-0-32 50.00%),26 (0.41),2 (2-0-0 100.00%),
30,"Pratt, Daniel",22y 12d,5 (3-0-2 60.00%),1 (0.20),2 (2-0-0 100.00%),
3,"Rawlings, Brady",23y 296d,93 (52-0-41 55.91%),40 (0.43),←,
26,"Rocca, Saverio",31y 133d,230 (107-3-120 47.17%),691 (3.00),74 (37-1-36 50.68%),177 (2.39)
32,"Sansbury, Eddie",21y 127d,11 (5-0-6 45.45%),2 (0.18),←,
7,"Simpson, Adam",29y 45d,204 (125-1-78 61.52%),65 (0.32),←,
9,"Sinclair, Jess",26y 219d,122 (45-1-76 37.30%),57 (0.47),72 (32-1-39 45.14%),31 (0.43)
12,"Stevens, Michael",24y 146d,43 (22-0-21 51.16%),13 (0.30),26 (14-0-12 53.85%),10 (0.38)
23,"Thompson, Nathan",27y 47d,121 (57-1-63 47.52%),193 (1.60),2 (2-0-0 100.00%),1 (0.50)
36,"Watt, Shannon",24y 127d,71 (36-1-34 51.41%),4 (0.06),←,
8,"Wells, Daniel",20y 58d,42 (22-1-19 53.57%),25 (0.60),←,
Totals,Totals,25y 44d,2263 (1192-17-1054 52.67%),1977 (0.87),,
C,"Laidley, Dani",38y 6d,46 (23-1-22 51.09%),,←,
