Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",6,1,4,10,,,,2.0,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",,,,,,,,,,,,,,,,,,,,,,,
36,"Bartlett, Trent",7,6,6,13,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
25,"Bews, Andrew",10,2,5,15,,,,2.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",11,5,7,18,,,,1.0,,,,,1.0,,,,,,,,,,
5,"Chapman, Nathan",8,2,2,10,,,,1.0,,,,,2.0,2.0,,,,,,,,,
16,"Clarke, Matthew",5,5,5,10,,,18.0,,,,,,1.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",14,3,11,25,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
8,"Gowers, Andrew",8,5,1,9,,1.0,1.0,1.0,,,,,,,,,,,,,,,
32,"Hart, Shaun",7,3,4,11,1,,,2.0,,,,,2.0,,,,,,,,,,
18,"Lambert, Craig",14,2,20,34,1,1.0,,6.0,,,,,3.0,1.0,,,,,,,,,
44,"Lappin, Nigel",9,4,1,10,1,,,,,,,,1.0,,,,,,,,,,
23,"Leppitsch, Justin",3,1,3,6,,,,,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",13,5,3,16,3,,,2.0,,,,,,1.0,,,,,,,,,
7,"McIvor, Scott",13,5,10,23,,,,2.0,,,,,1.0,3.0,,,,,,,,,
19,"McLean, Michael",7,2,10,17,,,,1.0,,,,,1.0,,,,,,,,,,
4,"McRae, Craig",16,2,9,25,2,,,,,,,,,2.0,,,,,,,,,
24,"Merrett, Roger",4,2,2,6,2,,,1.0,,,,,1.0,,,,,,,,,,
22,"Scott, Chris",2,1,4,6,,,,,,,,,1.0,,,,,,,,,,
3,"Voss, Michael",15,6,7,22,1,1.0,,,,,,,,2.0,,,,,,,,,
33,"White, Darryl",6,3,6,12,,,2.0,3.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,65,120,298,12,5.0,21.0,27.0,,,,,19.0,17.0,,,,,,,,,
Opposition,Opposition,177,71,98,275,13,12.0,12.0,18.0,,,,,17.0,19.0,,,,,,,,,
