Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",28y 222d,126 (83-2-41 66.67%),148 (1.17),←,
16,"Barnard, Paul",27y 125d,84 (55-0-29 65.48%),22 (0.26),73 (52-0-21 71.23%),18 (0.25)
22,"Barnes, John",31y 16d,171 (98-2-71 57.89%),84 (0.49),27 (21-1-5 79.63%),19 (0.70)
32,"Blumfield, Justin",22y 206d,84 (56-0-28 66.67%),55 (0.65),←,
33,"Caracella, Blake",23y 94d,71 (48-0-23 67.61%),86 (1.21),←,
38,"Denham, Sean",31y 49d,184 (109-4-71 60.33%),65 (0.35),140 (85-4-51 62.14%),44 (0.31)
31,"Fletcher, Dustin",25y 41d,142 (96-3-43 68.66%),45 (0.32),←,
11,"Hardwick, Damien",27y 304d,123 (78-1-44 63.82%),12 (0.10),←,
26,"Heffernan, Chris",21y 140d,52 (39-0-13 75.00%),20 (0.38),←,
3,"Henneman, Aaron",19y 187d,3 (3-0-0 100.00%),,←,
5,"Hird, James",27y 134d,125 (79-4-42 64.80%),214 (1.71),←,
14,"Johnson, Jason",22y 144d,30 (25-0-5 83.33%),10 (0.33),←,
1,"Johnson, Mark",22y 25d,30 (28-0-2 93.33%),5 (0.17),←,
18,"Lloyd, Matthew",22y 62d,96 (61-1-34 64.06%),311 (3.24),←,
13,"Long, Michael",30y 260d,173 (118-2-53 68.79%),137 (0.79),←,
25,"Lucas, Scott",22y 170d,82 (50-0-32 60.98%),128 (1.56),←,
2,"Mercuri, Mark",26y 117d,142 (93-3-46 66.55%),198 (1.39),←,
24,"Misiti, Joe",25y 221d,155 (97-4-54 63.87%),63 (0.41),←,
15,"Prior, Michael",26y 285d,76 (44-1-31 58.55%),19 (0.25),←,
9,"Ramanauskas, Adam",19y 211d,16 (15-0-1 93.75%),8 (0.50),←,
7,"Solomon, Dean",20y 160d,41 (30-0-11 73.17%),10 (0.24),←,
6,"Wellman, Sean",25y 271d,125 (71-2-52 57.60%),18 (0.14),91 (58-1-32 64.29%),9 (0.10)
Totals,Totals,24y 356d,2131 (1376-29-726 64.57%),1658 (0.78),,
C,"Sheedy, Kevin",52y 176d,462 (297-5-160 64.83%),,←,
