Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Biddiscombe, Craig",23y 216d,42 (25-1-16 60.71%),7 (0.17),8 (4-0-4 50.00%),1 (0.13)
30,"Bourke, David",24y 106d,63 (33-0-30 52.38%),14 (0.22),←,
11,"Bowden, Joel",21y 308d,65 (33-0-32 50.77%),65 (1.00),←,
17,"Broderick, Paul",30y 112d,225 (108-1-116 48.22%),146 (0.65),132 (69-1-62 52.65%),66 (0.50)
6,"Chaffey, Mark",22y 354d,43 (18-0-25 41.86%),7 (0.16),←,
10,"Daffy, Nick",26y 349d,139 (72-1-66 52.16%),167 (1.20),←,
7,"Dragicevic, Marc",19y 25d,24 (10-0-14 41.67%),13 (0.54),←,
14,"Fiora, Aaron",19y 5d,1 (0-0-1 0.00%),1 (1.00),←,
25,"Gale, Brendon",31y 281d,208 (89-1-118 43.03%),189 (0.91),←,
2,"Gaspar, Darren",23y 340d,109 (49-0-60 44.95%),11 (0.10),88 (42-0-46 47.73%),10 (0.11)
20,"Harrison, Ben",25y 98d,69 (34-0-35 49.28%),39 (0.57),67 (32-0-35 47.76%),39 (0.58)
1,"Hilton, Rory",21y 9d,22 (8-0-14 36.36%),10 (0.45),13 (5-0-8 38.46%),7 (0.54)
16,"Holland, Ben",22y 350d,72 (35-0-37 48.61%),82 (1.14),←,
39,"Kellaway, Andrew",24y 153d,41 (19-0-22 46.34%),4 (0.10),←,
3,"Kellaway, Duncan",27y 67d,138 (68-1-69 49.64%),8 (0.06),←,
21,"King, Clinton",22y 31d,38 (13-0-25 34.21%),13 (0.34),7 (3-0-4 42.86%),
33,"Knights, Matthew",29y 202d,223 (90-0-133 40.36%),117 (0.52),←,
5,"Ottens, Brad",20y 90d,41 (19-0-22 46.34%),38 (0.93),←,
4,"Rogers, Matthew",26y 151d,127 (65-1-61 51.57%),95 (0.75),←,
24,"Sampson, Clay",24y 60d,61 (30-0-31 49.18%),35 (0.57),24 (9-0-15 37.50%),18 (0.75)
32,"Tivendale, Greg",21y 5d,19 (7-0-12 36.84%),11 (0.58),←,
29,"Torney, Jason",22y 313d,59 (28-1-30 48.31%),6 (0.10),←,
Totals,Totals,24y 49d,1829 (853-7-969 46.64%),1078 (0.59),,
C,"Frawley, Danny",36y 229d,7 (3-0-4 42.86%),,←,
