Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",2.0,1.0,,2,,,,,,,,,,,,,,,,,,,
21,"Campbell, Tony",7.0,1.0,,7,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,
11,"Curley, Todd",5.0,4.0,,5,,,,,,,,,,,,,,,,,,,
14,"Darcy, Luke",9.0,7.0,5.0,14,2.0,,7.0,,,,,,4.0,1.0,,,,,,,,,
3,"Grant, Chris",10.0,5.0,4.0,14,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,
37,"Hargraves, Daniel",7.0,6.0,2.0,9,4.0,,1.0,,,,,,1.0,,,,,,,,,,
6,"Johnson, Brad",4.0,3.0,1.0,5,,,,1.0,,,,,1.0,2.0,,,,,,,,,
2,"Kolyniuk, Steven",7.0,3.0,5.0,12,,,,,,,,,,,,,,,,,,,
35,"Kretiuk, Steven",8.0,4.0,4.0,12,,,,,,,,,1.0,2.0,,,,,,,,,
39,"Liberatore, Tony",10.0,,12.0,22,1.0,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
9,"Nicholson, Brad",5.0,2.0,3.0,8,,,,,,,,,1.0,2.0,,,,,,,,,
44,"Osborne, Richard",14.0,2.0,1.0,15,1.0,2.0,,1.0,,,,,,2.0,,,,,,,,,
22,"Quill, Peter",17.0,3.0,9.0,26,,,,1.0,,,,,1.0,2.0,,,,,,,,,
36,"Romero, Jose",11.0,2.0,6.0,17,1.0,,,3.0,,,,,2.0,,,,,,,,,,
5,"Smith, Rohan",11.0,2.0,5.0,16,,,,2.0,,,,,1.0,2.0,,,,,,,,,
8,"Southern, Daniel",7.0,6.0,6.0,13,,,,,,,,,3.0,1.0,,,,,,,,,
24,"Wallis, Stephen",8.0,2.0,6.0,14,,,,1.0,,,,,,2.0,,,,,,,,,
25,"Watts, Jason",6.0,,1.0,7,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,
7,"West, Scott",7.0,,10.0,17,,,,1.0,,,,,1.0,,,,,,,,,,
45,"Wira, Brad",8.0,3.0,6.0,14,,,,,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",,1.0,5.0,5,,,10.0,,,,,,1.0,3.0,,,,,,,,,
Totals,Totals,163.0,57.0,91.0,254,13.0,6.0,19.0,12.0,,,,,27.0,23.0,,,,,,,,,
Opposition,Opposition,223.0,86.0,124.0,347,23.0,13.0,17.0,27.0,,,,,23.0,27.0,6.0,,,,,,,,
