Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",21y 287d,28 (16-0-12 57.14%),3 (0.11),←,
27,"Ball, Jason",31y 288d,171 (103-0-68 60.23%),156 (0.91),68 (40-0-28 58.82%),42 (0.62)
21,"Barry, Leo",27y 108d,144 (81-0-63 56.25%),50 (0.35),←,
42,"Bevan, Paul",19y 343d,23 (14-0-9 60.87%),7 (0.30),←,
6,"Bolton, Craig",24y 96d,76 (46-0-30 60.53%),16 (0.21),47 (29-0-18 61.70%),6 (0.13)
24,"Bolton, Jude",24y 173d,114 (59-1-54 52.19%),65 (0.57),←,
32,"Buchanan, Amon",21y 330d,21 (11-0-10 52.38%),6 (0.29),←,
28,"Crouch, Jared",26y 183d,155 (81-1-73 52.58%),34 (0.22),←,
2,"Davis, Nick",24y 158d,107 (50-0-57 46.73%),138 (1.29),36 (20-0-16 55.56%),53 (1.47)
15,"Doyle, Stephen",23y 53d,38 (23-1-14 61.84%),17 (0.45),←,
37,"Goodes, Adam",24y 240d,134 (69-1-64 51.87%),143 (1.07),←,
1,"Hall, Barry",27y 209d,152 (69-2-81 46.05%),335 (2.20),64 (35-1-28 55.47%),191 (2.98)
17,"Kennelly, Tadhg",23y 65d,74 (43-0-31 58.11%),25 (0.34),←,
31,"Kirk, Brett",27y 315d,96 (51-1-44 53.65%),45 (0.47),←,
4,"Mathews, Ben",25y 280d,133 (70-1-62 53.01%),25 (0.19),←,
11,"Maxfield, Stuart",32y 148d,283 (143-3-137 51.06%),151 (0.53),194 (108-2-84 56.19%),86 (0.44)
23,"Nicks, Matthew",29y 114d,165 (92-1-72 56.06%),123 (0.75),←,
5,"OKeefe, Ryan",23y 224d,66 (37-0-29 56.06%),68 (1.03),←,
19,"OLoughlin, Michael",27y 197d,198 (111-2-85 56.57%),321 (1.62),←,
25,"Schauble, Andrew",27y 292d,162 (71-0-91 43.83%),34 (0.21),83 (44-0-39 53.01%),23 (0.28)
13,"Schneider, Adam",20y 115d,35 (22-0-13 62.86%),39 (1.11),←,
10,"Williams, Paul",31y 154d,274 (127-3-144 46.90%),298 (1.09),85 (46-1-38 54.71%),75 (0.88)
Totals,Totals,25y 282d,2649 (1389-17-1243 52.43%),2099 (0.79),,
C,"Roos, Paul",41y 69d,57 (35-0-22 61.40%),,←,
