Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",14,7,8,22,,,,3.0,3.0,1.0,1.0,3.0,,1.0,,5.0,18.0,,,2.0,,,90.0
16,"Brown, Leigh",8,6,6,14,1,1.0,4.0,,1.0,2.0,,,1.0,,,5.0,9.0,,,2.0,,,90.0
24,"Firrito, Michael",9,4,5,14,,,1.0,2.0,5.0,2.0,,1.0,1.0,,,2.0,10.0,,,5.0,7.0,,100.0
6,"Grant, Shannon",6,3,5,11,,,,1.0,,1.0,,3.0,,,,3.0,8.0,,,2.0,,,80.0
15,"Green, Kasey",7,6,13,20,,1.0,2.0,,1.0,3.0,,4.0,1.0,,,10.0,11.0,2.0,3.0,,,,94.0
31,"Hale, David",5,5,11,16,,,11.0,2.0,,3.0,2.0,1.0,1.0,1.0,,10.0,6.0,2.0,1.0,1.0,,2.0,79.0
4,"Harris, Daniel",5,5,11,16,,,,4.0,,1.0,2.0,4.0,1.0,2.0,,7.0,9.0,,,3.0,,,72.0
29,"Harvey, Brent",23,10,4,27,2,1.0,,6.0,5.0,6.0,3.0,5.0,1.0,2.0,3.0,3.0,24.0,,1.0,4.0,2.0,1.0,88.0
21,"Jones, Corey",14,4,6,20,2,3.0,1.0,2.0,,6.0,2.0,2.0,4.0,1.0,,14.0,6.0,3.0,1.0,1.0,,1.0,93.0
25,"Lower, Ed",2,,4,6,,,,5.0,,1.0,3.0,,,,,5.0,,,,1.0,,,66.0
1,"McIntosh, Hamish",11,9,9,20,,,14.0,2.0,,5.0,2.0,2.0,3.0,1.0,,5.0,17.0,1.0,,2.0,,1.0,72.0
42,"McMahon, Scott",4,2,6,10,2,,,6.0,1.0,1.0,,1.0,,1.0,,7.0,3.0,1.0,2.0,2.0,,1.0,67.0
20,"Petrie, Drew",11,9,3,14,7,,,5.0,,4.0,,,1.0,,2.0,8.0,6.0,3.0,7.0,2.0,,1.0,98.0
30,"Pratt, Daniel",12,7,5,17,,,,3.0,5.0,1.0,1.0,2.0,1.0,1.0,,5.0,13.0,,,6.0,,,96.0
3,"Rawlings, Brady",9,5,10,19,1,2.0,,1.0,,2.0,,3.0,1.0,1.0,,5.0,14.0,1.0,1.0,,,1.0,84.0
7,"Simpson, Adam",19,2,8,27,,,1.0,5.0,1.0,3.0,9.0,3.0,,1.0,,14.0,14.0,,,2.0,,,89.0
9,"Sinclair, Jess",15,8,6,21,1,,,3.0,2.0,2.0,3.0,2.0,2.0,1.0,,8.0,13.0,,,2.0,6.0,1.0,84.0
10,"Smith, Jesse",12,5,6,18,,,,3.0,,2.0,3.0,1.0,,,,4.0,12.0,,,3.0,,,96.0
19,"Swallow, Andrew",3,4,8,11,,,,3.0,1.0,,1.0,,,,,3.0,8.0,,,2.0,2.0,,49.0
12,"Thomas, Lindsay",3,2,2,5,,,,,,3.0,1.0,2.0,,1.0,,3.0,3.0,,,,1.0,,56.0
36,"Watt, Shannon",3,2,5,8,,,,1.0,2.0,,,3.0,,2.0,,4.0,4.0,,,10.0,,,100.0
8,"Wells, Daniel",7,3,7,14,1,,1.0,3.0,1.0,4.0,2.0,1.0,1.0,,,5.0,10.0,,1.0,2.0,1.0,1.0,57.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,108,148,350,17,9.0,35.0,60.0,28.0,53.0,35.0,43.0,19.0,16.0,5.0,135.0,218.0,13.0,17.0,54.0,19.0,10.0,
Opposition,Opposition,180,83,135,315,11,19.0,26.0,75.0,33.0,46.0,27.0,46.0,16.0,18.0,1.0,112.0,196.0,10.0,15.0,47.0,28.0,7.0,
