Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",31y 141d,193 (108-0-85 55.96%),24 (0.12),←,
44,"Bock, Nathan",25y 37d,69 (39-0-30 56.52%),52 (0.75),←,
24,"Burton, Brett",29y 358d,157 (86-0-71 54.78%),226 (1.44),←,
11,"Doughty, Michael",28y 265d,125 (78-0-47 62.40%),32 (0.26),←,
26,"Douglas, Richard",21y 80d,22 (13-0-9 59.09%),13 (0.59),←,
9,"Edwards, Tyson",31y 264d,272 (149-0-123 54.78%),168 (0.62),←,
36,"Goodwin, Simon",31y 122d,221 (127-0-94 57.47%),140 (0.63),←,
6,"Griffin, Jonathon",22y 103d,22 (12-0-10 54.55%),5 (0.23),←,
18,"Johncock, Graham",25y 188d,132 (76-0-56 57.58%),82 (0.62),←,
21,"Knights, Chris",21y 214d,35 (22-0-13 62.86%),6 (0.17),←,
14,"Mackay, David",19y 276d,6 (4-0-2 66.67%),,←,
16,"McGregor, Ken",27y 88d,151 (83-0-68 54.97%),114 (0.75),←,
23,"McLeod, Andrew",31y 266d,289 (157-0-132 54.33%),252 (0.87),←,
40,"Porplyzia, Jason",23y 151d,32 (21-0-11 65.63%),31 (0.97),←,
25,"Rutten, Ben",24y 334d,86 (56-0-30 65.12%),5 (0.06),←,
12,"Shirley, Robert",27y 322d,123 (70-0-53 56.91%),25 (0.20),←,
27,"Stevens, Scott",26y 102d,85 (42-1-42 50.00%),52 (0.61),60 (32-0-28 53.33%),35 (0.58)
15,"Symes, Brad",23y 50d,26 (12-0-14 46.15%),3 (0.12),6 (4-0-2 66.67%),1 (0.17)
5,"Thompson, Scott",25y 43d,115 (68-0-47 59.13%),85 (0.74),76 (50-0-26 65.79%),68 (0.89)
4,"Tippett, Kurt",20y 354d,6 (4-0-2 66.67%),7 (1.17),←,
7,"van Berlo, Nathan",21y 325d,59 (37-0-22 62.71%),14 (0.24),←,
17,"Vince, Bernie",22y 207d,16 (12-0-4 75.00%),8 (0.50),←,
Totals,Totals,25y 228d,2242 (1276-1-965 56.91%),1344 (0.60),,
C,"Craig, Neil",52y 106d,87 (55-0-32 63.22%),,←,
