0,1,2,3,4,5,6
←,"Round: 9 Venue: M.C.G. Date: Sat, 22-May-1993 2:08 PM Attendance: 34372","Round: 9 Venue: M.C.G. Date: Sat, 22-May-1993 2:08 PM Attendance: 34372","Round: 9 Venue: M.C.G. Date: Sat, 22-May-1993 2:08 PM Attendance: 34372","Round: 9 Venue: M.C.G. Date: Sat, 22-May-1993 2:08 PM Attendance: 34372","Round: 9 Venue: M.C.G. Date: Sat, 22-May-1993 2:08 PM Attendance: 34372",→
←,Essendon,5.2.32,10.5.65,11.10.76,16.15.111,→
←,Adelaide,2.1.13,6.2.38,9.3.57,10.5.65,→
←,Qrt margin,ES by 19,ES by 27,ES by 19,ES by 46,→
←,Qrt scores,ES 32-13,ES 33-25,AD 19-11,ES 35-8,→
←,Field umpires,"Andrew Coates (34), Denis Rich (159)","Andrew Coates (34), Denis Rich (159)","Andrew Coates (34), Denis Rich (159)","Andrew Coates (34), Denis Rich (159)",→
