Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",25y 186d,32 (18-0-14 56.25%),97 (3.03),28 (17-0-11 60.71%),90 (3.21)
4,"Campbell, Tony",22y 335d,58 (26-0-32 44.83%),51 (0.88),←,
25,"Eishold, Simon",23y 110d,48 (33-0-15 68.75%),29 (0.60),←,
21,"Febey, Steven",20y 329d,47 (28-0-19 59.57%),9 (0.19),←,
33,"Healy, Greg",24y 301d,111 (55-0-56 49.55%),136 (1.23),←,
54,"Heaver, Brent",19y 29d,4 (2-0-2 50.00%),8 (2.00),←,
10,"Hughes, Danny",26y 222d,119 (59-0-60 49.58%),21 (0.18),←,
45,"Jackson, Ricky",23y 25d,61 (37-0-24 60.66%),86 (1.41),←,
9,"Johnson, Alan",33y 236d,135 (66-0-69 48.89%),95 (0.70),←,
17,"Lovett, Brett",24y 55d,89 (54-0-35 60.67%),10 (0.11),←,
3,"Lyon, Garry",22y 304d,89 (53-0-36 59.55%),120 (1.35),←,
29,"Obst, Andrew",25y 329d,15 (9-0-6 60.00%),4 (0.27),←,
1,"ODwyer, Steven",24y 176d,68 (41-0-27 60.29%),32 (0.47),←,
30,"Seow, Dannie",23y 103d,25 (13-0-12 52.00%),10 (0.40),7 (4-0-3 57.14%),2 (0.29)
5,"Spalding, Earl",25y 125d,78 (49-0-29 62.82%),41 (0.53),←,
18,"Stretch, Steven",26y 190d,105 (59-0-46 56.19%),33 (0.31),←,
11,"Stynes, Jim",24y 82d,78 (49-0-29 62.82%),67 (0.86),←,
15,"Tingay, Stephen",19y 335d,27 (17-0-10 62.96%),12 (0.44),←,
12,"Viney, Todd",24y 106d,48 (27-0-21 56.25%),25 (0.52),←,
7,"Wilson, Brian",28y 287d,197 (92-1-104 46.95%),226 (1.15),149 (69-0-80 46.31%),204 (1.37)
Totals,Totals,24y 175d,1434 (787-1-646 54.88%),1112 (0.78),,
C,"Northey, John",47y 15d,134 (67-0-67 50.00%),,112 (61-0-51 54.46%),
