North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",7,1,3,10,5,,,1.0,,,,,1.0,,,,,,,,,,
5,"Anderson, Stuart",3,1,,3,,,,,,,,,,,,,,,,,,,
11,"Archer, Glenn",2,,2,4,,,,,,,,,1.0,1.0,,,,,,,,,
14,"Armstrong, Matt",15,2,10,25,,1.0,,2.0,,,,,,1.0,,,,,,,,,
12,"Blakey, John",8,4,16,24,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,
18,"Carey, Wayne",21,14,4,25,5,2.0,,,,,,,3.0,1.0,3.0,,,,,,,,
6,"Fairley, Ian",7,1,7,14,,,,2.0,,,,,4.0,1.0,,,,,,,,,
17,"Freeborn, Glenn",4,3,4,8,,,,2.0,,,,,,,,,,,,,,,
26,"Ishchenko, Alex",1,1,4,5,,1.0,5.0,,,,,,1.0,2.0,,,,,,,,,
34,"King, David",17,6,8,25,1,2.0,,4.0,,,,,1.0,,,,,,,,,,
7,"Laidley, Dani",8,2,1,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
35,"Longmire, John",9,5,2,11,3,1.0,,,,,,,2.0,,,,,,,,,,
31,"McKernan, Corey",4,,5,9,,,,,,,,,1.0,2.0,,,,,,,,,
22,"Roberts, Mark",5,2,6,11,,,8.0,2.0,,,,,1.0,,,,,,,,,,
3,"Rock, Anthony",9,1,4,13,1,,,,,,,,,,,,,,,,,,
2,"Schwass, Wayne",12,1,11,23,1,,,,,,,,1.0,3.0,,,,,,,,,
8,"Scott, Robert",11,,4,15,,1.0,,1.0,,,,,1.0,,,,,,,,,,
37,"Simpson, Adam",1,,1,2,,,,,,,,,,,,,,,,,,,
15,"Smith, Ross",8,2,6,14,,,,,,,,,2.0,,,,,,,,,,
10,"Stevens, Anthony",16,4,8,24,,,,2.0,,,,,,1.0,,,,,,,,,
36,"Stevens, Mark",4,1,,4,,,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,51,106,278,16,14.0,14.0,19.0,,,,,22.0,13.0,4.0,,,,,,,,
Opposition,Opposition,191,56,98,289,15,10.0,17.0,34.0,,,,,13.0,22.0,2.0,,,,,,,,
