Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
33,"Baker, Oskar",22y 306d,13 (4-0-9 30.77%),4 (0.31),←,
10,"Brayshaw, Angus",25y 77d,96 (44-0-52 45.83%),42 (0.44),←,
31,"Fritsch, Bayley",24y 111d,63 (31-0-32 49.21%),62 (0.98),←,
11,"Gawn, Max",29y 87d,136 (55-0-81 40.44%),59 (0.43),←,
29,"Hunt, Jayden",25y 358d,76 (34-0-42 44.74%),41 (0.54),←,
6,"Jackson, Luke",19y 179d,8 (6-0-2 75.00%),3 (0.38),←,
39,"Jetta, Neville",31y 43d,156 (59-2-95 38.46%),24 (0.15),←,
2,"Jones, Nathan",33y 66d,296 (95-3-198 32.60%),140 (0.47),←,
23,"Jordon, James",20y 97d,2 (2-0-0 100.00%),1 (0.50),←,
15,"Langdon, Ed",25y 54d,87 (36-0-51 41.38%),37 (0.43),19 (11-0-8 57.89%),4 (0.21)
8,"Lever, Jake",25y 22d,94 (57-0-37 60.64%),3 (0.03),38 (19-0-19 50.00%),
1,"May, Steven",29y 76d,150 (51-1-98 34.33%),23 (0.15),27 (13-0-14 48.15%),2 (0.07)
25,"McDonald, Tom",28y 190d,172 (65-0-107 37.79%),113 (0.66),←,
30,"Neal-Bullen, Alex",25y 77d,82 (41-0-41 50.00%),65 (0.79),←,
13,"Oliver, Clayton",23y 248d,101 (51-0-50 50.50%),29 (0.29),←,
5,"Petracca, Christian",25y 82d,104 (50-0-54 48.08%),96 (0.92),←,
36,"Pickett, Kysaiah",19y 298d,16 (9-0-7 56.25%),10 (0.63),←,
24,"Rivers, Trent",19y 240d,11 (7-0-4 63.64%),2 (0.18),←,
3,"Salem, Christian",25y 255d,108 (48-0-60 44.44%),21 (0.19),←,
9,"Spargo, Charlie",21y 122d,36 (22-0-14 61.11%),26 (0.72),←,
32,"Sparrow, Tom",20y 300d,9 (5-0-4 55.56%),4 (0.44),←,
20,"Tomlinson, Adam",27y 229d,155 (70-3-82 46.13%),35 (0.23),15 (9-0-6 60.00%),
7,"Viney, Jack",26y 348d,136 (49-0-87 36.03%),38 (0.28),←,
Totals,Totals,25y 9d,2107 (891-9-1207 42.29%),878 (0.42),,
C,"Goodwin, Simon",44y 91d,89 (44-0-45 49.44%),,88 (44-0-44 50.00%),
