Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",26y 236d,142 (78-1-63 55.28%),46 (0.32),←,
50,"Brown, Ben",29y 286d,161 (89-1-71 55.59%),342 (2.12),31 (23-1-7 75.81%),55 (1.77)
31,"Fritsch, Bayley",25y 270d,108 (64-1-43 59.72%),171 (1.58),←,
11,"Gawn, Max",30y 246d,180 (87-1-92 48.61%),88 (0.49),←,
4,"Harmes, James",26y 332d,142 (76-0-66 53.52%),77 (0.54),←,
14,"Hibberd, Michael",32y 242d,184 (93-2-89 51.09%),14 (0.08),100 (53-1-46 53.50%),3 (0.03)
29,"Hunt, Jayden",27y 152d,113 (61-1-51 54.42%),43 (0.38),←,
6,"Jackson, Luke",20y 338d,51 (37-1-13 73.53%),30 (0.59),←,
15,"Langdon, Ed",26y 213d,131 (69-1-61 53.05%),59 (0.45),63 (44-1-18 70.63%),26 (0.41)
8,"Lever, Jake",26y 181d,135 (87-1-47 64.81%),4 (0.03),79 (49-1-29 62.66%),1 (0.01)
1,"May, Steven",30y 235d,192 (83-2-107 43.75%),23 (0.12),69 (45-1-23 65.94%),2 (0.03)
18,"Melksham, Jake",31y 4d,207 (107-1-99 51.93%),159 (0.77),93 (55-0-38 59.14%),102 (1.10)
30,"Neal-Bullen, Alex",26y 236d,127 (74-1-52 58.66%),86 (0.68),←,
13,"Oliver, Clayton",25y 42d,146 (84-1-61 57.88%),45 (0.31),←,
5,"Petracca, Christian",26y 241d,150 (84-1-65 56.33%),142 (0.95),←,
35,"Petty, Harry",22y 294d,47 (26-1-20 56.38%),6 (0.13),←,
36,"Pickett, Kysaiah",21y 92d,61 (42-1-18 69.67%),86 (1.41),←,
24,"Rivers, Trent",21y 34d,51 (38-1-12 75.49%),5 (0.10),←,
3,"Salem, Christian",27y 49d,142 (72-1-69 51.06%),25 (0.18),←,
44,"Smith, Joel",26y 189d,27 (16-0-11 59.26%),1 (0.04),←,
9,"Spargo, Charlie",22y 281d,82 (56-1-25 68.90%),52 (0.63),←,
32,"Sparrow, Tom",22y 94d,50 (34-1-15 69.00%),17 (0.34),←,
7,"Viney, Jack",28y 142d,171 (74-1-96 43.57%),48 (0.28),←,
Totals,Totals,26y 129d,2800 (1531-23-1246 54.68%),1569 (0.56),,
C,"Goodwin, Simon",45y 250d,134 (77-1-56 57.84%),,133 (77-1-55 58.27%),
