Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",14,5,4,18,1,,,,2.0,3.0,,4.0,,1.0,,1.0,16.0,,,,,,77.0
18,"Betts, Eddie",10,6,4,14,5,,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,7.0,6.0,2.0,4.0,4.0,,1.0,92.0
16,"Brown, Luke",12,4,7,19,,,,2.0,5.0,1.0,,,,,,5.0,12.0,,,3.0,,,88.0
23,"Cameron, Charlie",9,5,5,14,2,,,5.0,,3.0,3.0,1.0,1.0,,,7.0,8.0,1.0,1.0,,1.0,3.0,80.0
44,"Crouch, Matt",11,6,15,26,,,,1.0,,3.0,3.0,4.0,1.0,2.0,,10.0,16.0,,,1.0,1.0,,76.0
32,"Dangerfield, Patrick",13,4,14,27,3,1.0,,6.0,,9.0,5.0,2.0,2.0,2.0,3.0,15.0,13.0,2.0,2.0,1.0,,3.0,84.0
15,"Hartigan, Kyle",4,3,4,8,,,1.0,,,2.0,,1.0,1.0,1.0,,6.0,2.0,1.0,,4.0,,,88.0
45,"Henderson, Ricky",10,6,4,14,,,,1.0,1.0,5.0,,,,,,3.0,11.0,,,1.0,1.0,1.0,85.0
24,"Jacobs, Sam",10,9,8,18,1,,38.0,1.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,12.0,9.0,4.0,1.0,6.0,,2.0,90.0
4,"Jenkins, Josh",11,6,2,13,3,3.0,10.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,5.0,8.0,1.0,4.0,2.0,1.0,1.0,93.0
39,"Knight, Riley",8,3,5,13,1,,,2.0,,4.0,,2.0,,1.0,,4.0,9.0,,,,,2.0,83.0
29,"Laird, Rory",21,9,10,31,,,,3.0,8.0,2.0,,5.0,1.0,,,2.0,29.0,,,1.0,,,91.0
6 ↓,"Lever, Jake",8,2,3,11,,,,1.0,2.0,3.0,,3.0,3.0,1.0,,6.0,6.0,,,6.0,,,70.0
27,"Lynch, Tom",18,10,8,26,2,1.0,,,1.0,4.0,,4.0,1.0,1.0,,7.0,19.0,,,,,3.0,91.0
31,"Lyons, Jarryd",9,1,9,18,1,,,2.0,2.0,4.0,5.0,4.0,1.0,2.0,,11.0,7.0,,,4.0,,,87.0
14 ↑,"Mackay, David",4,1,4,8,1,,,1.0,,1.0,1.0,1.0,,,,3.0,5.0,,,3.0,2.0,1.0,25.0
9,"Sloane, Rory",12,7,12,24,2,,,11.0,3.0,4.0,5.0,1.0,2.0,1.0,,12.0,14.0,1.0,,3.0,,1.0,81.0
33,"Smith, Brodie",14,5,6,20,1,,,,10.0,4.0,1.0,2.0,1.0,,,4.0,15.0,,,2.0,3.0,1.0,83.0
12,"Talia, Daniel",7,5,4,11,,,,2.0,,2.0,,1.0,1.0,,,6.0,5.0,2.0,,7.0,,,93.0
5,"Thompson, Scott",6,5,15,21,,,,3.0,,1.0,7.0,2.0,,1.0,,7.0,13.0,,,1.0,,1.0,80.0
7,"van Berlo, Nathan",11,4,6,17,1,,,4.0,2.0,2.0,1.0,1.0,,,,3.0,14.0,,1.0,1.0,,,73.0
13,"Walker, Taylor",11,9,4,15,3,1.0,,1.0,,1.0,,1.0,,1.0,,4.0,12.0,,3.0,2.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,115,153,386,27,9.0,49.0,49.0,39.0,67.0,38.0,48.0,19.0,20.0,6.0,140.0,249.0,14.0,16.0,52.0,9.0,20.0,
Opposition,Opposition,215,104,169,384,8,11.0,31.0,57.0,36.0,50.0,43.0,52.0,20.0,19.0,,130.0,257.0,6.0,12.0,40.0,6.0,4.0,
