Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",20y 104d,37 (8-0-29 21.62%),6 (0.16),←,
43,"Barrett, Jake",21y 137d,2 (1-0-1 50.00%),,1 (1-0-0 100.00%),
4,"Bastinac, Ryan",25y 276d,144 (71-0-73 49.31%),75 (0.52),23 (4-0-19 17.39%),9 (0.39)
9,"Beams, Dayne",27y 41d,129 (79-2-48 62.02%),129 (1.00),19 (3-0-16 15.79%),11 (0.58)
7,"Bell, Tom",25y 285d,66 (20-1-45 31.06%),52 (0.79),15 (2-0-13 13.33%),16 (1.07)
8,"Bewick, Rohan",27y 166d,93 (30-0-63 32.26%),65 (0.70),←,
33,"Close, Michael",22y 238d,18 (6-0-12 33.33%),17 (0.94),←,
26,"Cutler, Tom",22y 33d,34 (9-0-25 26.47%),12 (0.35),←,
27,"Gardiner, Darcy",21y 184d,44 (12-0-32 27.27%),3 (0.07),←,
2,"Harwood, Ryan",25y 230d,73 (25-0-48 34.25%),6 (0.08),←,
30,"Hipwood, Eric",19y 193d,11 (3-0-8 27.27%),13 (1.18),←,
1,"Keays, Ben",20y 30d,17 (3-0-14 17.65%),4 (0.24),←,
35,"Lester, Ryan",24y 211d,81 (26-0-55 32.10%),32 (0.40),←,
12,"Martin, Stefan",30y 128d,115 (28-1-86 24.78%),38 (0.33),58 (14-0-44 24.14%),15 (0.26)
32,"Mayes, Sam",22y 309d,75 (23-0-52 30.67%),26 (0.35),←,
25,"McStay, Daniel",21y 274d,42 (9-0-33 21.43%),30 (0.71),←,
10,"Rich, Daniel",26y 291d,144 (48-1-95 33.68%),94 (0.65),←,
18,"Robertson, Nick",21y 295d,27 (4-0-23 14.81%),6 (0.22),←,
5,"Robinson, Mitch",27y 291d,143 (59-1-83 41.61%),73 (0.51),43 (8-0-35 18.60%),15 (0.35)
38,"Rockliff, Tom",27y 31d,135 (42-0-93 31.11%),71 (0.53),←,
28,"Taylor, Lewis",22y 36d,64 (14-0-50 21.88%),48 (0.75),←,
15,"Zorko, Dayne",28y 44d,102 (33-0-69 32.35%),103 (1.01),←,
Totals,Totals,24y 74d,1596 (553-6-1037 34.65%),903 (0.57),,
C,"Fagan, Chris",55y 275d,1 (1-0-0 100.00%),,←,
