Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",25y 48d,144 (87-3-54 61.46%),155 (1.08),106 (64-2-40 61.32%),111 (1.05)
10,"Ashcroft, Marcus",30y 200d,271 (120-4-147 45.02%),144 (0.53),119 (67-2-50 57.14%),60 (0.50)
20,"Black, Simon",23y 10d,78 (53-0-25 67.95%),64 (0.82),←,
36,"Bradshaw, Daniel",23y 143d,77 (45-1-31 59.09%),167 (2.17),74 (42-1-31 57.43%),167 (2.26)
16,"Brown, Jonathan",20y 166d,41 (32-0-9 78.05%),43 (1.05),←,
19,"Charman, Jamie",19y 271d,4 (4-0-0 100.00%),,←,
30,"Copeland, Robert",20y 322d,20 (19-0-1 95.00%),8 (0.40),←,
32,"Hart, Shaun",30y 331d,208 (100-2-106 48.56%),144 (0.69),106 (63-1-42 59.91%),63 (0.59)
2,"Johnson, Chris",25y 318d,156 (63-2-91 41.03%),133 (0.85),97 (56-2-39 58.76%),66 (0.68)
44,"Lappin, Nigel",25y 296d,179 (101-3-75 57.26%),131 (0.73),118 (69-2-47 59.32%),91 (0.77)
23,"Leppitsch, Justin",26y 194d,143 (78-3-62 55.59%),170 (1.19),99 (56-2-41 57.58%),112 (1.13)
11,"Lynch, Alastair",33y 298d,252 (121-2-129 48.41%),447 (1.77),100 (60-2-38 61.00%),185 (1.85)
9,"McGrath, Ashley",18y 328d,4 (4-0-0 100.00%),,←,
25,"McLaren, Dylan",19y 340d,4 (4-0-0 100.00%),,←,
4,"McRae, Craig",28y 203d,135 (81-2-52 60.74%),162 (1.20),96 (60-2-34 63.54%),106 (1.10)
15,"Michael, Mal",24y 293d,88 (43-0-45 48.86%),25 (0.28),27 (22-0-5 81.48%),2 (0.07)
8,"Notting, Tim",23y 174d,55 (39-0-16 70.91%),45 (0.82),←,
13,"Pike, Martin",29y 150d,166 (90-0-76 54.22%),67 (0.40),25 (20-0-5 80.00%),8 (0.32)
5,"Scott, Brad",25y 345d,74 (39-1-34 53.38%),26 (0.35),52 (31-1-20 60.58%),20 (0.38)
22,"Scott, Chris",25y 345d,149 (85-2-62 57.72%),59 (0.40),94 (58-1-35 62.23%),36 (0.38)
3,"Voss, Michael",26y 280d,179 (101-1-77 56.70%),149 (0.83),100 (63-0-37 63.00%),77 (0.77)
33,"White, Darryl",28y 305d,204 (104-4-96 51.96%),149 (0.73),114 (65-2-47 57.89%),43 (0.38)
Totals,Totals,25y 144d,2631 (1413-30-1188 53.71%),2288 (0.87),,
C,"Matthews, Leigh",50y 43d,301 (179-5-117 60.30%),,77 (54-0-23 70.13%),
