Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bizzell, Clint",12,5,7,19,,,,,11.0,,3.0,1.0,,1.0,,6.0,13.0,,,3.0,1.0,,85.0
25,"Brown, Nathan",8,5,8,16,,,,,2.0,,,4.0,,3.0,,6.0,10.0,,,2.0,,,89.0
32,"Bruce, Cameron",10,3,11,21,,,,2.0,1.0,4.0,7.0,4.0,3.0,2.0,2.0,13.0,9.0,1.0,,1.0,,1.0,100.0
36,"Davey, Aaron",8,1,1,9,2,2.0,,,1.0,3.0,1.0,,,,,5.0,3.0,,1.0,,1.0,,98.0
35,"Ferguson, Ryan",16,7,6,22,,,,,8.0,,2.0,3.0,2.0,1.0,1.0,10.0,12.0,2.0,,5.0,2.0,,100.0
18,"Green, Brad",15,8,10,25,1,1.0,,3.0,1.0,7.0,1.0,3.0,1.0,1.0,,10.0,15.0,3.0,,,1.0,,100.0
1,"Heffernan, Chris",5,2,2,7,,1.0,,4.0,1.0,1.0,,2.0,1.0,1.0,,2.0,7.0,,1.0,3.0,,,54.0
40,"Jamar, Mark",3,4,9,12,,,9.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,7.0,4.0,1.0,1.0,1.0,,,44.0
16,"Johnstone, Travis",12,2,2,14,1,1.0,,2.0,1.0,6.0,1.0,3.0,1.0,2.0,,5.0,10.0,,,1.0,5.0,,65.0
23,"McDonald, James",16,4,5,21,1,1.0,,2.0,,3.0,4.0,1.0,3.0,1.0,,10.0,11.0,,,,1.0,1.0,67.0
5,"McLean, Brock",10,4,3,13,,1.0,,1.0,1.0,4.0,1.0,3.0,,,,5.0,7.0,,,5.0,1.0,1.0,81.0
7,"Miller, Brad",7,11,13,20,2,,,3.0,,4.0,2.0,3.0,1.0,1.0,,10.0,10.0,2.0,2.0,3.0,,1.0,100.0
22,"Moloney, Brent",20,3,4,24,1,,,3.0,3.0,10.0,4.0,2.0,,,3.0,7.0,16.0,,,2.0,2.0,1.0,79.0
9,"Neitz, David",2,2,2,4,1,1.0,,1.0,,,,2.0,,2.0,,2.0,2.0,1.0,2.0,5.0,,1.0,87.0
43,"Rigoni, Guy",8,5,4,12,,1.0,,1.0,2.0,3.0,1.0,1.0,,,,3.0,9.0,,,1.0,3.0,,39.0
27,"Rivers, Jared",7,6,6,13,,,,1.0,4.0,1.0,,,1.0,,,8.0,6.0,2.0,,7.0,1.0,,86.0
24,"Robertson, Russell",9,4,3,12,1,1.0,,,,2.0,1.0,1.0,1.0,1.0,,8.0,4.0,2.0,2.0,2.0,,,100.0
12,"Sylvia, Colin",7,4,1,8,,,,,2.0,1.0,,2.0,,2.0,,,8.0,,,1.0,,,56.0
31,"Wheatley, Paul",9,6,5,14,,,,3.0,4.0,1.0,1.0,1.0,,,,4.0,10.0,,,5.0,,,100.0
45,"Whelan, Matthew",7,4,3,10,,,,3.0,3.0,,1.0,1.0,,,,3.0,5.0,,,6.0,,,100.0
34,"White, Jeff",5,2,4,9,1,,21.0,,,5.0,4.0,2.0,2.0,1.0,,4.0,5.0,,,1.0,,,69.0
13,"Yze, Adem",8,5,3,11,4,2.0,,1.0,,1.0,,3.0,,1.0,,4.0,7.0,,5.0,1.0,,1.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,97,112,316,15,13.0,30.0,31.0,46.0,57.0,36.0,44.0,18.0,22.0,6.0,132.0,183.0,14.0,14.0,55.0,18.0,7.0,
Opposition,Opposition,222,119,108,330,8,9.0,24.0,42.0,46.0,52.0,21.0,42.0,22.0,17.0,,117.0,211.0,11.0,9.0,43.0,12.0,4.0,
