Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",28y 284d,214 (95-0-119 44.39%),151 (0.71),←,
16,"Bowden, Patrick",25y 240d,73 (19-1-53 26.71%),69 (0.95),23 (11-0-12 47.83%),14 (0.61)
3,"Deledio, Brett",19y 348d,44 (21-0-23 47.73%),19 (0.43),←,
41,"Foley, Nathan",21y 205d,28 (12-0-16 42.86%),4 (0.14),←,
2,"Gaspar, Darren",30y 316d,224 (97-0-127 43.30%),23 (0.10),203 (90-0-113 44.33%),22 (0.11)
43,"Howat, Cameron",22y 61d,6 (3-0-3 50.00%),5 (0.83),←,
31,"Hyde, Chris",24y 235d,70 (21-0-49 30.00%),22 (0.31),←,
17,"Johnson, Kane",29y 17d,181 (82-0-99 45.30%),67 (0.37),77 (27-0-50 35.06%),23 (0.30)
27,"Krakouer, Andrew",24y 56d,94 (33-0-61 35.11%),96 (1.02),←,
38,"McGuane, Luke",20y 48d,3 (0-0-3 0.00%),,←,
40,"Moore, Kelvin",23y 7d,18 (1-0-17 5.56%),7 (0.39),←,
1,"Newman, Chris",24y 318d,90 (31-0-59 34.44%),10 (0.11),←,
26,"Pattison, Adam",21y 27d,18 (10-0-8 55.56%),3 (0.17),←,
15,"Pettifer, Kayne",25y 69d,82 (35-0-47 42.68%),90 (1.10),←,
6,"Polak, Graham",22y 289d,74 (40-0-34 54.05%),9 (0.12),1 (0-0-1 0.00%),
14,"Polo, Dean",20y 239d,18 (9-0-9 50.00%),6 (0.33),←,
4,"Raines, Andrew",21y 24d,30 (14-0-16 46.67%),1 (0.03),←,
12,"Richardson, Matthew",32y 13d,235 (103-0-132 43.83%),693 (2.95),←,
25,"Schulz, Jay",21y 348d,38 (13-0-25 34.21%),33 (0.87),←,
30,"Tambling, Richard",20y 201d,34 (18-0-16 52.94%),24 (0.71),←,
32,"Tivendale, Greg",27y 347d,167 (69-0-98 41.32%),111 (0.66),←,
21,"Tuck, Shane",25y 98d,48 (21-0-27 43.75%),23 (0.48),←,
Totals,Totals,24y 89d,1789 (747-1-1041 41.76%),1466 (0.82),,
C,"Wallace, Terry",48y 109d,193 (100-2-91 52.33%),,45 (21-0-24 46.67%),
