Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",5,12,13,18,1,1.0,32.0,,,,1.0,2.0,,1.0,,7.0,12.0,3.0,2.0,2.0,,,
29,"Beaumont, Simon",15,10,6,21,8,1.0,,3.0,,4.0,,3.0,2.0,,2.0,9.0,12.0,2.0,7.0,1.0,,,
21,"Bradley, Craig",18,5,9,27,,1.0,,1.0,2.0,8.0,5.0,,,3.0,,6.0,20.0,1.0,1.0,1.0,1.0,,
20,"Brown, Fraser",17,5,13,30,,1.0,,3.0,,5.0,4.0,3.0,,1.0,,9.0,23.0,1.0,1.0,3.0,,,
16,"Camporeale, Scott",20,6,7,27,,2.0,,1.0,5.0,5.0,4.0,2.0,,,,7.0,21.0,,1.0,4.0,3.0,,
34,"De Iulio, Ron",9,4,4,13,,2.0,,,,1.0,,1.0,,,,3.0,10.0,,,,,,
25,"Fevola, Brendan",,,1,1,,,,,,,,,,,,,1.0,,,,,,
31,"Fletcher, Simon",9,6,3,12,2,,,,1.0,3.0,1.0,,,,,3.0,9.0,1.0,2.0,,,,
36,"Hamill, Aaron",8,6,11,19,2,,1.0,3.0,,4.0,1.0,2.0,2.0,1.0,,8.0,12.0,1.0,1.0,2.0,,,
9,"Hickmott, Adrian",7,4,5,12,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,7.0,5.0,2.0,,4.0,,,
43,"Koutoufides, Anthony",18,5,16,34,,,,2.0,5.0,5.0,5.0,3.0,,,,12.0,24.0,,,1.0,3.0,,
12,"Lappin, Matthew",13,9,6,19,3,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,8.0,11.0,1.0,3.0,,,,
22,"Manton, Glenn",8,8,7,15,,,,,8.0,1.0,,1.0,1.0,1.0,,3.0,11.0,,,2.0,,,
3,"Massie, Kris",2,,2,4,,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,2.0,,,,,,
5,"McKay, Andrew",16,6,6,22,,1.0,,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,6.0,15.0,1.0,,4.0,,,
18,"Murphy, Justin",8,4,6,14,,,,,1.0,2.0,,1.0,,1.0,,3.0,11.0,1.0,,,,,
15,"Nelson, Ben",14,7,6,20,1,,,1.0,3.0,4.0,1.0,,2.0,1.0,,6.0,16.0,1.0,,3.0,,,
7,"Ratten, Brett",21,4,11,32,2,1.0,,3.0,2.0,8.0,11.0,2.0,,2.0,,16.0,16.0,,3.0,2.0,,,
23,"Rice, Dean",5,1,5,10,1,,,,1.0,2.0,2.0,3.0,,1.0,,3.0,8.0,,,2.0,,,
14,"Sexton, Michael",4,5,3,7,,,,,1.0,,,,,,,1.0,6.0,1.0,,1.0,,,
1,"Silvagni, Stephen",10,4,5,15,1,1.0,,,2.0,1.0,,,,,,5.0,10.0,,,4.0,1.0,,
8,"Whitnall, Lance",13,8,2,15,2,1.0,1.0,,1.0,5.0,,,3.0,1.0,,6.0,8.0,3.0,1.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,119,147,387,23,15.0,35.0,22.0,40.0,64.0,37.0,28.0,15.0,16.0,5.0,129.0,263.0,19.0,22.0,37.0,8.0,,
Opposition,Opposition,196,84,130,326,14,12.0,22.0,20.0,37.0,58.0,35.0,37.0,16.0,15.0,1.0,123.0,212.0,18.0,16.0,32.0,10.0,,
