Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",25y 261d,116 (69-2-45 60.34%),31 (0.27),←,
42,"Bevan, Paul",23y 317d,84 (50-2-32 60.71%),22 (0.26),←,
14,"Bird, Craig",19y 201d,18 (10-1-7 58.33%),6 (0.33),←,
6,"Bolton, Craig",28y 70d,169 (102-2-65 60.95%),25 (0.15),140 (85-2-53 61.43%),15 (0.11)
24,"Bolton, Jude",28y 147d,206 (114-3-89 56.07%),98 (0.48),←,
7,"Brennan, Luke",23y 159d,28 (10-1-17 37.50%),12 (0.43),9 (5-1-3 61.11%),1 (0.11)
28,"Crouch, Jared",30y 157d,204 (110-1-93 54.17%),48 (0.24),←,
10,"Everitt, Peter",34y 98d,286 (111-3-172 39.34%),383 (1.34),34 (18-1-15 54.41%),16 (0.47)
37,"Goodes, Adam",28y 214d,226 (126-3-97 56.42%),222 (0.98),←,
39,"Grundy, Heath",22y 68d,21 (14-0-7 66.67%),12 (0.57),←,
1,"Hall, Barry",31y 183d,234 (120-3-111 51.92%),564 (2.41),146 (86-2-58 59.59%),420 (2.88)
15,"Jack, Kieren",21y 42d,21 (11-1-9 54.76%),5 (0.24),←,
16,"Jolly, Darren",26y 277d,139 (76-2-61 55.40%),52 (0.37),91 (56-2-33 62.64%),41 (0.45)
17,"Kennelly, Tadhg",27y 39d,153 (96-1-56 63.07%),29 (0.19),←,
31,"Kirk, Brett",31y 289d,190 (108-3-79 57.63%),75 (0.39),←,
29,"Mattner, Martin",26y 3d,117 (71-1-45 61.11%),17 (0.15),19 (11-1-7 60.53%),3 (0.16)
3,"McVeigh, Jarrad",23y 124d,100 (59-2-39 60.00%),69 (0.69),←,
33,"Moore, Jarred",22y 156d,27 (17-1-9 64.81%),16 (0.59),←,
5,"OKeefe, Ryan",27y 198d,160 (94-2-64 59.38%),176 (1.10),←,
25,"Richards, Ted",25y 211d,98 (57-2-39 59.18%),27 (0.28),65 (38-2-25 60.00%),8 (0.12)
30,"Roberts-Thomson, Lewis",24y 336d,93 (59-1-33 63.98%),11 (0.12),←,
13,"Veszpremi, Patrick",18y 343d,2 (1-0-1 50.00%),3 (1.50),←,
Totals,Totals,25y 360d,2692 (1485-37-1170 55.16%),1903 (0.71),,
C,"Roos, Paul",45y 43d,151 (92-2-57 61.59%),,←,
