Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 45d,259 (157-0-102 60.62%),134 (0.52),←,
16,"Brown, Leigh",23y 74d,113 (45-1-67 40.27%),45 (0.40),50 (26-1-23 53.00%),25 (0.50)
2,"Colbert, Leigh",29y 335d,194 (111-2-81 57.73%),64 (0.33),89 (49-1-39 55.62%),14 (0.16)
24,"Firrito, Michael",21y 162d,25 (14-0-11 56.00%),6 (0.24),←,
6,"Grant, Shannon",28y 19d,221 (127-2-92 57.92%),246 (1.11),163 (95-1-67 58.59%),208 (1.28)
31,"Hale, David",20y 351d,21 (9-0-12 42.86%),9 (0.43),←,
4,"Harris, Daniel",22y 363d,54 (28-1-25 52.78%),19 (0.35),←,
29,"Harvey, Brent",26y 359d,178 (105-1-72 59.27%),213 (1.20),←,
21,"Jones, Corey",24y 71d,65 (31-0-34 47.69%),70 (1.08),←,
35,"Makepeace, Troy",26y 63d,111 (58-1-52 52.70%),29 (0.26),←,
20,"Petrie, Drew",22y 205d,69 (34-1-34 50.00%),61 (0.88),←,
25,"Picioane, Lance",24y 335d,69 (35-0-34 50.72%),26 (0.38),7 (5-0-2 71.43%),
30,"Pratt, Daniel",22y 48d,10 (6-0-4 60.00%),1 (0.10),7 (5-0-2 71.43%),
3,"Rawlings, Brady",23y 332d,95 (52-0-43 54.74%),40 (0.42),←,
26,"Rocca, Saverio",31y 169d,235 (110-3-122 47.45%),700 (2.98),79 (40-1-38 51.27%),186 (2.35)
32,"Sansbury, Eddie",21y 163d,16 (8-0-8 50.00%),5 (0.31),←,
7,"Simpson, Adam",29y 81d,209 (128-1-80 61.48%),66 (0.32),←,
9,"Sinclair, Jess",26y 255d,127 (48-1-78 38.19%),57 (0.45),77 (35-1-41 46.10%),31 (0.40)
12,"Stevens, Michael",24y 182d,48 (25-0-23 52.08%),18 (0.38),31 (17-0-14 54.84%),15 (0.48)
23,"Thompson, Nathan",27y 83d,126 (60-1-65 48.02%),201 (1.60),7 (5-0-2 71.43%),9 (1.29)
36,"Watt, Shannon",24y 163d,76 (39-1-36 51.97%),4 (0.05),←,
8,"Wells, Daniel",20y 94d,47 (25-1-21 54.26%),28 (0.60),←,
Totals,Totals,25y 80d,2368 (1255-17-1096 53.00%),2042 (0.86),,
C,"Laidley, Dani",38y 42d,51 (26-1-24 51.96%),,←,
