Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",20y 236d,32 (26-0-6 81.25%),4 (0.13),←,
10,"Brayshaw, Angus",27y 117d,151 (84-1-66 55.96%),47 (0.31),←,
37,"Chandler, Kade",23y 113d,18 (13-0-5 72.22%),14 (0.78),←,
31,"Fritsch, Bayley",26y 151d,116 (69-1-46 59.91%),189 (1.63),←,
11,"Gawn, Max",31y 127d,186 (91-1-94 49.19%),93 (0.50),←,
6,"Grundy, Brodie",29y 21d,185 (95-2-88 51.89%),65 (0.35),8 (6-0-2 75.00%),5 (0.63)
4,"Harmes, James",27y 213d,147 (79-0-68 53.74%),77 (0.52),←,
12,"Hunter, Lachie",28y 144d,181 (98-0-83 54.14%),76 (0.42),8 (6-0-2 75.00%),3 (0.38)
23,"Jordon, James",22y 137d,53 (41-1-11 78.30%),17 (0.32),←,
15,"Langdon, Ed",27y 94d,140 (75-1-64 53.93%),62 (0.44),72 (50-1-21 70.14%),29 (0.40)
8,"Lever, Jake",27y 62d,143 (93-1-49 65.38%),4 (0.03),87 (55-1-31 63.79%),1 (0.01)
1,"May, Steven",31y 116d,199 (88-2-109 44.72%),23 (0.12),76 (50-1-25 66.45%),2 (0.03)
41,"McVee, Judd",19y 272d,8 (6-0-2 75.00%),,←,
30,"Neal-Bullen, Alex",27y 117d,136 (80-1-55 59.19%),96 (0.71),←,
13,"Oliver, Clayton",25y 288d,155 (90-1-64 58.39%),49 (0.32),←,
5,"Petracca, Christian",27y 122d,159 (90-1-68 56.92%),151 (0.95),←,
35,"Petty, Harry",23y 175d,55 (31-1-23 57.27%),9 (0.16),←,
36,"Pickett, Kysaiah",21y 338d,68 (47-1-20 69.85%),102 (1.50),←,
24,"Rivers, Trent",21y 280d,60 (44-1-15 74.17%),6 (0.10),←,
32,"Sparrow, Tom",22y 340d,59 (40-1-18 68.64%),21 (0.36),←,
42,"Turner, Daniel",21y 98d,2 (1-0-1 50.00%),,←,
2,"van Rooyen, Jacob",20y 20d,6 (5-0-1 83.33%),11 (1.83),←,
7,"Viney, Jack",29y 23d,179 (79-1-99 44.41%),51 (0.28),←,
Totals,Totals,25y 125d,2438 (1365-18-1055 55.99%),1167 (0.48),,
C,"Goodwin, Simon",46y 131d,143 (83-1-59 58.39%),,142 (83-1-58 58.80%),
