Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",6,2,2,8,,,,3.0,3.0,1.0,1.0,4.0,,1.0,,3.0,5.0,,,1.0,,1.0,78.0
5,"Caldwell, Jye",6,1,6,12,,,,3.0,1.0,1.0,3.0,4.0,,3.0,,7.0,5.0,,,,,,59.0
18,"Cameron, Jeremy",6,2,6,12,,,,,,2.0,,3.0,1.0,1.0,,8.0,3.0,1.0,,1.0,,,88.0
3,"Coniglio, Stephen",16,3,8,24,,,,7.0,1.0,1.0,5.0,1.0,2.0,,,10.0,11.0,,,1.0,,,91.0
35,"Corr, Aidan",10,3,1,11,,,,1.0,8.0,,,2.0,,1.0,,,5.0,,,7.0,,,76.0
16,"Daniels, Brent",8,2,5,13,,4.0,,7.0,,3.0,1.0,2.0,1.0,,,4.0,7.0,,,1.0,,,84.0
1,"Davis, Phil",3,3,4,7,,,,2.0,,1.0,,1.0,1.0,,,2.0,4.0,,,6.0,,,86.0
24,"de Boer, Matt",1,,6,7,,,,4.0,,,,,1.0,,,3.0,4.0,,,,,1.0,79.0
31,"Finlayson, Jeremy",4,2,1,5,1,,3.0,2.0,2.0,,1.0,1.0,,,,2.0,3.0,1.0,2.0,1.0,,,83.0
4,"Greene, Toby",11,8,7,18,5,,,,,1.0,,2.0,1.0,,3.0,11.0,6.0,4.0,3.0,1.0,,,96.0
19,"Haynes, Nick",13,10,2,15,,,,2.0,6.0,,1.0,,1.0,,,3.0,12.0,,,7.0,,,95.0
27,"Himmelberg, Harry",2,2,7,9,1,,,2.0,,1.0,,1.0,3.0,1.0,,5.0,5.0,,,6.0,,,79.0
2,"Hopper, Jacob",12,2,6,18,,,,4.0,1.0,4.0,3.0,3.0,2.0,3.0,,9.0,9.0,1.0,,,,1.0,69.0
10,"Jacobs, Sam",3,2,2,5,1,,25.0,2.0,1.0,1.0,2.0,2.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,,76.0
25,"Keeffe, Lachlan",4,2,4,8,,,,,,,,1.0,1.0,1.0,,3.0,3.0,,,6.0,,,77.0
22,"Kelly, Josh",16,4,10,26,1,,,8.0,4.0,4.0,8.0,2.0,1.0,,1.0,12.0,16.0,,2.0,1.0,1.0,1.0,91.0
17,"Langdon, Zac",3,2,3,6,,2.0,,4.0,,1.0,2.0,4.0,1.0,3.0,,5.0,3.0,,,1.0,,,70.0
38,"Lloyd, Daniel",5,2,4,9,,,,5.0,,2.0,2.0,3.0,,2.0,,6.0,4.0,,,,,,77.0
36,"Perryman, Harry",10,6,2,12,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,9.0,,,1.0,,,74.0
23,"Shaw, Heath",10,3,3,13,,,,6.0,1.0,1.0,,1.0,1.0,,,5.0,7.0,,,2.0,,,98.0
14,"Taranto, Tim",12,1,6,18,,1.0,,3.0,2.0,5.0,5.0,1.0,3.0,,,12.0,5.0,,,,,1.0,82.0
6,"Whitfield, Lachie",17,9,9,26,,,,2.0,7.0,2.0,2.0,6.0,1.0,2.0,,7.0,19.0,,,1.0,1.0,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,71,104,282,9,8.0,28.0,68.0,38.0,32.0,36.0,46.0,22.0,20.0,4.0,122.0,146.0,8.0,8.0,45.0,2.0,5.0,
Opposition,Opposition,146,56,89,235,6,14.0,44.0,54.0,21.0,46.0,30.0,52.0,20.0,22.0,2.0,105.0,130.0,5.0,6.0,32.0,5.0,3.0,
