Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",29y 110d,223 (125-0-98 56.05%),199 (0.89),100 (41-0-59 41.00%),79 (0.79)
21,"Black, Heath",26y 22d,136 (45-0-91 33.09%),62 (0.46),82 (23-0-59 28.05%),43 (0.52)
2,"Carr, Josh",25y 51d,118 (82-1-35 69.92%),63 (0.53),13 (5-0-8 38.46%),3 (0.23)
10,"Cook, Troy",28y 311d,160 (71-0-89 44.38%),61 (0.38),117 (47-0-70 40.17%),50 (0.43)
15,"Crowley, Ryan",21y 106d,4 (1-0-3 25.00%),3 (0.75),←,
25,"Dodd, Steven",21y 364d,9 (2-0-7 22.22%),,←,
33,"Farmer, Jeff",27y 360d,193 (88-0-105 45.60%),380 (1.97),75 (36-0-39 48.00%),121 (1.61)
14,"Grover, Antoni",25y 100d,85 (35-0-50 41.18%),13 (0.15),←,
4,"Hasleby, Paul",24y 7d,121 (48-0-73 39.67%),79 (0.65),←,
11,"Headland, Des",24y 149d,102 (66-0-36 64.71%),95 (0.93),50 (26-0-24 52.00%),43 (0.86)
37,"Johnson, Michael",20y 242d,8 (4-0-4 50.00%),1 (0.13),←,
20,"Longmuir, Justin",24y 149d,112 (43-0-69 38.39%),144 (1.29),←,
34,"Medhurst, Paul",23y 190d,78 (38-0-40 48.72%),145 (1.86),←,
16,"Mundy, David",19y 334d,8 (3-0-5 37.50%),,←,
28,"Murphy, Ryan",20y 26d,9 (4-0-5 44.44%),7 (0.78),←,
23,"Parker, Shane",32y 121d,197 (71-0-126 36.04%),9 (0.05),←,
29,"Pavlich, Matthew",23y 170d,119 (47-0-72 39.50%),129 (1.08),←,
7,"Peake, Brett",21y 349d,1 (0-0-1 0.00%),,←,
12,"Polak, Graham",21y 3d,56 (29-0-27 51.79%),3 (0.05),←,
3,"Schammer, Byron",19y 363d,44 (24-0-20 54.55%),16 (0.36),←,
17,"Schofield, Jarrad",30y 140d,199 (125-1-73 63.07%),126 (0.63),5 (1-0-4 20.00%),1 (0.20)
22,"Thornton, Scott",22y 281d,28 (13-0-15 46.43%),,←,
Totals,Totals,24y 113d,2010 (964-2-1044 47.96%),1535 (0.76),,
C,"Connolly, Chris",42y 86d,81 (40-0-41 49.38%),,80 (39-0-41 48.75%),
