Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",23y 342d,47 (30-0-17 63.83%),31 (0.66),←,
8,"Bewick, Darren",22y 243d,35 (22-0-13 62.86%),57 (1.63),←,
23,"Cransberg, Peter",22y 266d,4 (3-0-1 75.00%),5 (1.25),←,
6,"Daniher, Anthony",27y 90d,170 (85-0-85 50.00%),74 (0.44),55 (36-0-19 65.45%),12 (0.22)
36,"Daniher, Neale",29y 65d,77 (47-1-29 61.69%),25 (0.32),←,
5,"Daniher, Terry",32y 249d,270 (166-3-101 62.04%),448 (1.66),251 (156-2-93 62.55%),426 (1.70)
22,"Duckworth, Bill",31y 59d,123 (81-1-41 66.26%),63 (0.51),←,
15,"Ezard, Alan",27y 6d,126 (85-0-41 67.46%),172 (1.37),←,
28,"Flood, David",21y 58d,14 (7-0-7 50.00%),10 (0.71),←,
16,"Hamilton, Paul",22y 306d,74 (39-1-34 53.38%),6 (0.08),←,
9,"Kickett, Derek",27y 197d,16 (8-0-8 50.00%),16 (1.00),4 (3-0-1 75.00%),4 (1.00)
4,"Long, Michael",20y 202d,28 (20-0-8 71.43%),22 (0.79),←,
27,"Madden, Simon",32y 112d,329 (194-2-133 59.27%),501 (1.52),←,
41,"Manning, Andrew",23y 149d,38 (9-0-29 23.68%),28 (0.74),7 (4-0-3 57.14%),5 (0.71)
12,"OBrien, Craig",20y 49d,4 (2-0-2 50.00%),2 (0.50),←,
10,"ODonnell, Gary",24y 344d,50 (32-0-18 64.00%),9 (0.18),←,
3,"Salmon, Paul",25y 91d,108 (65-1-42 60.65%),262 (2.43),←,
26,"Thompson, Mark",26y 153d,99 (66-1-32 67.17%),28 (0.28),←,
32,"Watson, Tim",28y 282d,248 (154-3-91 62.70%),274 (1.10),←,
24,"Werner, Michael",20y 315d,15 (11-0-4 73.33%),28 (1.87),←,
Totals,Totals,25y 197d,1875 (1126-13-736 60.05%),2061 (1.10),,
C,"Sheedy, Kevin",42y 118d,217 (145-1-71 67.05%),,←,
