Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",28y 178d,143 (57-1-85 40.21%),112 (0.78),88 (50-0-38 56.82%),99 (1.13)
33,"Barlow, Kris",30y 32d,93 (48-0-45 51.61%),72 (0.77),←,
25,"Clarke, Tim",21y 136d,30 (17-0-13 56.67%),7 (0.23),←,
35,"Cox, Adrian",22y 342d,45 (24-0-21 53.33%),22 (0.49),←,
9,"Crawford, Shane",28y 341d,220 (111-2-107 50.91%),176 (0.80),←,
1,"Everitt, Peter",29y 105d,192 (78-2-112 41.15%),316 (1.65),12 (5-0-7 41.67%),16 (1.33)
34,"Graham, Mark",30y 156d,202 (97-2-103 48.51%),58 (0.29),←,
29,"Greene, Steven",21y 203d,30 (14-0-16 46.67%),11 (0.37),←,
15,"Hodge, Luke",19y 62d,28 (15-0-13 53.57%),19 (0.68),←,
2,"Holland, Nick",29y 18d,161 (76-2-83 47.83%),231 (1.43),←,
8,"Johnson, Brett",21y 292d,36 (19-0-17 52.78%),10 (0.28),←,
37,"Lekkas, Angelo",27y 48d,147 (67-1-79 45.92%),93 (0.63),←,
12,"Lonie, Nathan",20y 165d,31 (13-0-18 41.94%),15 (0.48),←,
28,"Mitchell, Sam",20y 308d,28 (15-0-13 53.57%),6 (0.21),←,
40,"Osborne, Michael",21y 18d,20 (8-0-12 40.00%),3 (0.15),←,
13,"Picioane, Lance",23y 70d,52 (28-0-24 53.85%),20 (0.38),48 (27-0-21 56.25%),18 (0.38)
20,"Rawlings, Jade",25y 311d,114 (57-0-57 50.00%),60 (0.53),←,
16,"Ries, Nick",21y 33d,36 (19-0-17 52.78%),10 (0.28),←,
11,"Smith, Joel",26y 105d,141 (72-1-68 51.42%),75 (0.53),83 (43-1-39 52.41%),24 (0.29)
23,"Thompson, Nathan",25y 183d,98 (51-1-46 52.55%),145 (1.48),←,
21,"Vandenberg, Richard",26y 214d,81 (39-1-41 48.77%),33 (0.41),←,
6,"Williams, Mark",20y 125d,10 (4-0-6 40.00%),10 (1.00),←,
Totals,Totals,24y 223d,1938 (929-13-996 47.94%),1504 (0.78),,
C,"Schwab, Peter",42y 328d,90 (48-0-42 53.33%),,←,
