Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",28y 138d,112 (53-1-58 47.77%),39 (0.35),90 (45-1-44 50.56%),31 (0.34)
30,"Bourke, David",21y 155d,42 (25-0-17 59.52%),10 (0.24),←,
17,"Broderick, Paul",27y 161d,174 (83-1-90 47.99%),123 (0.71),81 (44-1-36 54.94%),43 (0.53)
9,"Campbell, Wayne",24y 263d,131 (57-1-73 43.89%),79 (0.60),←,
40,"Chaffey, Mark",20y 38d,7 (3-0-4 42.86%),1 (0.14),←,
15,"Charles, Justin",26y 258d,82 (42-2-38 52.44%),57 (0.70),46 (24-1-21 53.26%),33 (0.72)
10,"Daffy, Nick",24y 33d,79 (43-1-35 55.06%),106 (1.34),←,
25,"Gale, Brendon",28y 330d,154 (64-1-89 41.88%),168 (1.09),←,
1,"Gale, Michael",30y 174d,174 (77-1-96 44.54%),46 (0.26),69 (36-1-32 52.90%),17 (0.25)
2,"Gaspar, Darren",21y 24d,53 (22-0-31 41.51%),2 (0.04),32 (15-0-17 46.88%),1 (0.03)
20,"Harrison, Ben",22y 147d,16 (8-0-8 50.00%),2 (0.13),14 (6-0-8 42.86%),2 (0.14)
16,"Holland, Ben",20y 34d,22 (11-0-11 50.00%),11 (0.50),←,
3,"Kellaway, Duncan",24y 116d,89 (45-1-43 51.12%),,←,
33,"Knights, Matthew",26y 251d,164 (62-0-102 37.80%),101 (0.62),←,
8,"Merenda, Mark",21y 227d,52 (30-0-22 57.69%),32 (0.62),←,
28,"Moore, Ben",19y 344d,7 (4-0-3 57.14%),6 (0.86),←,
26,"Nichols, Trent",28y 67d,104 (41-1-62 39.90%),104 (1.00),67 (21-0-46 31.34%),62 (0.93)
13,"Powell, Robert",21y 86d,13 (7-0-6 53.85%),19 (1.46),←,
7,"Prescott, Ashley",24y 275d,58 (30-1-27 52.59%),9 (0.16),←,
12,"Richardson, Matthew",22y 86d,73 (36-0-37 49.32%),234 (3.21),←,
41,"Turner, Scott",27y 13d,115 (46-0-69 40.00%),32 (0.28),←,
Totals,Totals,24y 136d,1721 (789-11-921 45.85%),1181 (0.69),,
C,"Walls, Robert",46y 327d,342 (161-2-179 47.37%),,34 (16-0-18 47.06%),
