Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",9,4,4,13,1.0,1.0,,3.0,5.0,,2.0,4.0,1.0,2.0,,6,6,1.0,1.0,9.0,,,100.0
27,"Baird, John",9,4,5,14,,,,,3.0,3.0,,,,,,4,9,1.0,,6.0,,,100.0
16,"Brown, Leigh",7,3,1,8,,,8.0,1.0,2.0,1.0,2.0,,,,,5,2,1.0,,4.0,,,65.0
42,"Firrito, Michael",3,1,1,4,,,,2.0,,,1.0,,1.0,,,3,2,,,5.0,,,81.0
6,"Grant, Shannon",17,7,6,23,2.0,1.0,,3.0,1.0,3.0,3.0,1.0,1.0,1.0,,7,16,1.0,2.0,1.0,,2.0,94.0
39,"Harding, Leigh",7,1,2,9,1.0,,,1.0,,3.0,,3.0,1.0,,,5,2,1.0,1.0,1.0,,1.0,81.0
4,"Harris, Daniel",11,8,9,20,2.0,2.0,,7.0,3.0,2.0,3.0,2.0,1.0,,,7,12,1.0,3.0,2.0,,,75.0
29,"Harvey, Brent",20,10,6,26,,,,2.0,4.0,7.0,3.0,2.0,,1.0,2.0,5,20,1.0,1.0,,1.0,1.0,94.0
21,"Jones, Corey",15,13,3,18,2.0,2.0,,,,2.0,,2.0,,1.0,,8,12,2.0,3.0,,,,84.0
34,"King, David",14,3,2,16,,1.0,,3.0,4.0,4.0,,2.0,,,,4,10,1.0,,3.0,,1.0,93.0
35,"Makepeace, Troy",7,2,3,10,,,,2.0,4.0,1.0,1.0,,,,,5,4,,,3.0,,,80.0
32,"Morrell, Digby",1,1,3,4,,,,1.0,,1.0,,,,,,3,1,,,,,,47.0
20,"Petrie, Drew",15,11,4,19,3.0,3.0,4.0,3.0,,4.0,1.0,1.0,,1.0,1.0,8,11,2.0,3.0,3.0,1.0,,100.0
17,"Porter, Mark",4,1,1,5,,,11.0,3.0,1.0,,2.0,1.0,3.0,,,5,2,,,,,,50.0
3,"Rawlings, Brady",5,1,5,10,,,,1.0,2.0,1.0,1.0,3.0,,2.0,,3,7,,,,,,79.0
30,"Robbins, Ben",4,1,11,15,,,,6.0,1.0,2.0,7.0,,1.0,,,12,3,,,1.0,,,62.0
26,"Rocca, Saverio",6,5,3,9,1.0,,4.0,,,3.0,1.0,5.0,,1.0,,4,5,1.0,1.0,1.0,,2.0,85.0
7,"Simpson, Adam",19,3,12,31,,,2.0,3.0,2.0,7.0,13.0,2.0,,,3.0,12,15,,,3.0,1.0,1.0,100.0
9,"Sinclair, Jess",10,7,2,12,2.0,,,3.0,,2.0,1.0,1.0,,,,1,11,,1.0,,4.0,,100.0
10,"Stevens, Anthony",9,1,7,16,,2.0,,8.0,1.0,2.0,3.0,5.0,,2.0,,9,9,,,1.0,3.0,,70.0
36,"Watt, Shannon",6,6,9,15,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,5,10,1.0,,9.0,,,100.0
8,"Wells, Daniel",4,1,2,6,,,,1.0,,1.0,,,,,,2,3,,,4.0,,1.0,60.0
Totals,Totals,202,94,101,303,14.0,12.0,29.0,54.0,35.0,50.0,44.0,35.0,10.0,12.0,6.0,123,172,14.0,16.0,56.0,10.0,9.0,
Opposition,Opposition,188,92,89,277,13.0,10.0,36.0,31.0,31.0,50.0,32.0,38.0,12.0,10.0,,125,153,20.0,10.0,54.0,6.0,8.0,
