Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",25y 253d,52 (18-0-34 34.62%),15 (0.29),←,
5,"Buckley, Nathan",29y 8d,179 (65-2-112 36.87%),187 (1.04),159 (61-2-96 38.99%),166 (1.04)
8,"Clement, James",24y 333d,100 (34-0-66 34.00%),44 (0.44),16 (8-0-8 50.00%),6 (0.38)
1,"Davis, Leon",20y 47d,29 (11-0-18 37.93%),23 (0.79),←,
19,"Davis, Nick",21y 126d,47 (16-0-31 34.04%),46 (0.98),←,
31,"Dimattina, Andrew",23y 267d,23 (8-0-15 34.78%),5 (0.22),←,
25,"Fraser, Josh",19y 210d,38 (16-0-22 42.11%),24 (0.63),←,
9,"Freeborn, Glenn",28y 178d,108 (56-0-52 51.85%),59 (0.55),53 (18-0-35 33.96%),32 (0.60)
6,"Holland, Brodie",21y 212d,53 (17-0-36 32.08%),61 (1.15),17 (9-0-8 52.94%),24 (1.41)
26,"Johnson, Ben",20y 120d,29 (14-0-15 48.28%),10 (0.34),←,
28,"Kinnear, Ben",22y 157d,33 (11-0-22 33.33%),4 (0.12),←,
33,"Lane, Tyson",24y 343d,57 (22-0-35 38.60%),48 (0.84),38 (13-0-25 34.21%),29 (0.76)
18,"Licuria, Paul",23y 211d,63 (20-0-43 31.75%),16 (0.25),53 (18-0-35 33.96%),14 (0.26)
24,"Lockyer, Tarkyn",21y 277d,54 (20-0-34 37.04%),25 (0.46),←,
37,"Lonie, Ryan",18y 152d,18 (9-0-9 50.00%),9 (0.50),←,
7,"Molloy, Jarrod",25y 83d,138 (54-1-83 39.49%),179 (1.30),18 (9-0-9 50.00%),21 (1.17)
11,"OBree, Shane",22y 141d,59 (25-0-34 42.37%),19 (0.32),40 (16-0-24 40.00%),16 (0.40)
35,"Prestigiacomo, Simon",23y 184d,86 (29-0-57 33.72%),2 (0.02),←,
23,"Rocca, Anthony",23y 353d,114 (44-0-70 38.60%),156 (1.37),92 (33-0-59 35.87%),145 (1.58)
15,"Steinfort, Carl",24y 124d,80 (41-0-39 51.25%),23 (0.29),15 (8-0-7 53.33%),4 (0.27)
20,"Tarrant, Chris",20y 319d,61 (22-0-39 36.07%),91 (1.49),←,
14,"Wakelin, Shane",26y 356d,111 (50-2-59 45.95%),19 (0.17),17 (9-0-8 52.94%),
Totals,Totals,23y 119d,1532 (602-5-925 39.30%),1065 (0.70),,
C,"Malthouse, Mick",47y 351d,418 (239-4-175 57.66%),,40 (16-0-24 40.00%),
