Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",7,6,6,13,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,4.0,9.0,,,1.0,2.0,,66.0
42,"Boyd, Matthew",11,5,4,15,,,,4.0,1.0,7.0,3.0,,1.0,,,6.0,10.0,,1.0,1.0,5.0,,97.0
17,"Cooney, Adam",11,7,14,25,1,2.0,,1.0,2.0,5.0,6.0,1.0,,,,9.0,16.0,,2.0,1.0,5.0,1.0,73.0
4,"Cross, Daniel",7,6,14,21,,,,9.0,1.0,3.0,2.0,3.0,2.0,1.0,,8.0,13.0,,,2.0,,1.0,85.0
13,"Giansiracusa, Daniel",19,10,6,25,4,,,4.0,3.0,4.0,,3.0,,1.0,,3.0,22.0,1.0,3.0,,1.0,,81.0
9,"Gilbee, Lindsay",17,7,11,28,,2.0,,1.0,9.0,6.0,1.0,1.0,1.0,,,5.0,20.0,1.0,,5.0,10.0,1.0,91.0
3,"Grant, Chris",6,2,,6,,,,2.0,2.0,2.0,,5.0,,4.0,,3.0,4.0,,,3.0,,,78.0
16,"Griffen, Ryan",5,3,18,23,,1.0,,2.0,4.0,1.0,1.0,2.0,2.0,2.0,,14.0,10.0,1.0,,,1.0,1.0,90.0
25,"Hargrave, Ryan",10,6,8,18,,,,3.0,3.0,,3.0,5.0,1.0,2.0,,7.0,12.0,,,2.0,1.0,,96.0
6,"Johnson, Brad",18,11,9,27,5,5.0,,,1.0,3.0,,3.0,1.0,,3.0,9.0,16.0,5.0,7.0,3.0,3.0,2.0,88.0
36,"Lake, Brian",5,4,5,10,,,,,2.0,2.0,,2.0,,1.0,,1.0,9.0,,,4.0,5.0,,62.0
23,"McMahon, Jordan",15,4,7,22,1,,,6.0,2.0,4.0,2.0,2.0,,,,6.0,13.0,,,2.0,2.0,,72.0
27,"Minson, Will",4,3,5,9,1,,12.0,2.0,,2.0,2.0,4.0,1.0,2.0,,4.0,5.0,1.0,1.0,,,,64.0
43,"Montgomery, Brett",11,8,2,13,3,1.0,,1.0,1.0,2.0,1.0,,1.0,,,2.0,10.0,,5.0,1.0,,1.0,81.0
38,"Morris, Dale",6,3,2,8,,,,1.0,3.0,2.0,,1.0,,,,2.0,6.0,,,9.0,5.0,1.0,95.0
15,"Power, Sam",9,5,5,14,1,,,1.0,,2.0,,,1.0,,,3.0,12.0,,1.0,2.0,,5.0,90.0
1,"Ray, Farren",9,3,3,12,,,1.0,,1.0,2.0,1.0,2.0,,1.0,,3.0,10.0,,,,7.0,1.0,78.0
30,"Robbins, Matthew",6,4,2,8,3,,,1.0,,2.0,,1.0,,1.0,,3.0,5.0,,3.0,,1.0,2.0,85.0
5,"Smith, Rohan",11,9,2,13,2,1.0,,1.0,1.0,4.0,,1.0,,,,2.0,11.0,1.0,4.0,1.0,,,73.0
11,"Street, Peter",3,2,3,6,,,22.0,5.0,,,,2.0,,,,1.0,6.0,,,1.0,,,67.0
7,"West, Scott",15,6,21,36,,,,3.0,1.0,6.0,11.0,3.0,2.0,1.0,1.0,20.0,17.0,,,2.0,,2.0,92.0
37,"Wight, Cameron",4,1,4,8,1,,,1.0,,1.0,,2.0,1.0,2.0,,1.0,7.0,,,5.0,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,115,151,360,22,15.0,35.0,49.0,39.0,61.0,34.0,44.0,15.0,18.0,4.0,116.0,243.0,10.0,27.0,45.0,48.0,18.0,
Opposition,Opposition,182,87,174,356,18,17.0,19.0,42.0,39.0,56.0,31.0,41.0,18.0,15.0,2.0,116.0,235.0,11.0,12.0,43.0,22.0,7.0,
