West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",13,7,4,17,,,,,2.0,2.0,,1.0,1.0,1.0,,3.0,14.0,,,5.0,,,90.0
26,"Butler, Sam",12,4,9,21,,,,1.0,6.0,1.0,,1.0,,,,6.0,15.0,,,5.0,,,83.0
15,"Cripps, Jamie",10,4,6,16,3,,,7.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,11.0,,,1.0,,,78.0
14,"Duggan, Liam",8,3,6,14,,,,3.0,,4.0,1.0,3.0,,,,4.0,11.0,,,2.0,,2.0,79.0
3,"Gaff, Andrew",22,3,6,28,2,1.0,,,2.0,4.0,2.0,7.0,,1.0,,6.0,21.0,,,1.0,1.0,,87.0
22,"Giles, Jonathan",1,1,6,7,,,36.0,4.0,1.0,,2.0,1.0,,1.0,,6.0,1.0,,,1.0,,,61.0
33,"Hill, Josh",6,,5,11,1,4.0,,3.0,,3.0,,,1.0,,,4.0,6.0,,,2.0,,,79.0
25,"Hurn, Shannon",12,8,7,19,,,,2.0,3.0,1.0,,1.0,,,,6.0,13.0,1.0,,4.0,,,85.0
17,"Kennedy, Josh",10,6,5,15,2,3.0,,2.0,,6.0,,,2.0,,,8.0,8.0,3.0,1.0,1.0,,2.0,100.0
2,"LeCras, Mark",9,3,2,11,2,1.0,,4.0,,3.0,1.0,5.0,,1.0,,3.0,6.0,1.0,1.0,,,,96.0
7,"Masten, Chris",11,5,9,20,,,,3.0,1.0,2.0,2.0,1.0,2.0,,,10.0,10.0,,,1.0,,2.0,83.0
20,"McGovern, Jeremy",14,8,5,19,2,1.0,,2.0,1.0,1.0,,4.0,1.0,1.0,,10.0,12.0,3.0,3.0,7.0,,2.0,89.0
1,"Mitchell, Sam",9,1,8,17,,,,7.0,1.0,1.0,2.0,,1.0,,,7.0,9.0,,,2.0,,1.0,68.0
30,"Nelson, Jackson",9,4,5,14,,,,1.0,,,,2.0,,1.0,,5.0,8.0,1.0,,,1.0,,74.0
11,"Priddis, Matt",9,5,20,29,,,,7.0,2.0,5.0,7.0,3.0,1.0,2.0,,16.0,16.0,,,1.0,,,90.0
8,"Redden, Jack",8,2,12,20,,,,5.0,2.0,2.0,6.0,3.0,3.0,,,14.0,7.0,,,3.0,,,69.0
31,"Schofield, Will",4,4,6,10,,,,,,1.0,,2.0,,2.0,,3.0,8.0,,,9.0,,,92.0
5,"Sheppard, Brad",10,4,10,20,,,,5.0,1.0,3.0,,2.0,1.0,1.0,,5.0,15.0,1.0,,3.0,,,81.0
13,"Shuey, Luke",16,8,14,30,1,1.0,,7.0,1.0,4.0,6.0,4.0,3.0,2.0,3.0,12.0,19.0,,1.0,2.0,1.0,,83.0
19,"Vardy, Nathan",8,2,2,10,,,22.0,3.0,1.0,3.0,,4.0,2.0,1.0,,3.0,7.0,,,3.0,,,65.0
12,"Wellingham, Sharrod",12,5,7,19,,1.0,,6.0,,4.0,2.0,4.0,1.0,1.0,,5.0,12.0,,1.0,2.0,,,77.0
6,"Yeo, Elliot",18,11,11,29,,,,1.0,5.0,2.0,1.0,1.0,3.0,,,11.0,17.0,1.0,,3.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,98,165,396,13,13.0,58.0,73.0,30.0,54.0,35.0,51.0,23.0,16.0,4.0,153.0,246.0,11.0,7.0,58.0,3.0,9.0,
Opposition,Opposition,203,72,158,361,10,5.0,33.0,72.0,38.0,41.0,43.0,63.0,16.0,23.0,2.0,157.0,201.0,7.0,8.0,48.0,5.0,8.0,
