Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
27,"Ball, Jason",28y 250d,126 (75-0-51 59.52%),143 (1.13),23 (12-0-11 52.17%),29 (1.26)
24,"Bolton, Jude",21y 136d,42 (20-0-22 47.62%),28 (0.67),←,
8,"Cresswell, Daryn",30y 68d,197 (85-1-111 43.40%),167 (0.85),←,
28,"Crouch, Jared",23y 146d,80 (41-0-39 51.25%),15 (0.19),←,
6,"Dunkley, Andrew",33y 30d,193 (83-2-108 43.52%),10 (0.05),←,
26,"Feast, Simon",26y 240d,12 (7-0-5 58.33%),3 (0.25),←,
40,"Fixter, Ben",20y 36d,3 (2-0-1 66.67%),,←,
37,"Goodes, Adam",21y 202d,59 (29-0-30 49.15%),87 (1.47),←,
14,"Kelly, Paul",32y 1d,212 (82-3-127 39.39%),182 (0.86),←,
41,"Kennelly, Tadhg",20y 28d,4 (4-0-0 100.00%),,←,
31,"Kirk, Brett",24y 277d,25 (12-0-13 48.00%),12 (0.48),←,
4,"Mathews, Ben",22y 242d,60 (31-0-29 51.67%),9 (0.15),←,
11,"Maxfield, Stuart",29y 111d,220 (111-2-107 50.91%),127 (0.58),131 (76-1-54 58.40%),62 (0.47)
13,"McPherson, Daniel",26y 24d,88 (51-1-36 58.52%),26 (0.30),←,
23,"Nicks, Matthew",26y 77d,105 (60-0-45 57.14%),54 (0.51),←,
5,"OKeefe, Ryan",20y 186d,13 (7-0-6 53.85%),4 (0.31),←,
19,"OLoughlin, Michael",24y 159d,140 (78-1-61 56.07%),206 (1.47),←,
22,"Saddington, Jason",21y 279d,83 (44-0-39 53.01%),26 (0.31),←,
2,"Schwass, Wayne",32y 244d,268 (146-0-122 54.48%),149 (0.56),84 (45-0-39 53.57%),52 (0.62)
7,"Seymour, Brad",25y 87d,113 (61-1-51 54.42%),9 (0.08),←,
1,"Stafford, Greg",26y 336d,126 (61-1-64 48.81%),53 (0.42),←,
10,"Williams, Paul",28y 117d,206 (91-2-113 44.66%),242 (1.17),17 (10-0-7 58.82%),19 (1.12)
Totals,Totals,25y 265d,2375 (1181-14-1180 49.73%),1552 (0.65),,
C,"Eade, Rodney",43y 116d,134 (76-1-57 57.09%),,←,
