Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",23y 315d,28 (14-1-13 51.79%),19 (0.68),16 (8-0-8 50.00%),7 (0.44)
27,"Bews, Andrew",28y 267d,192 (100-1-91 52.34%),132 (0.69),←,
16,"Brownless, Bill",26y 74d,130 (70-1-59 54.23%),321 (2.47),←,
40,"Brown, Paul",23y 341d,38 (24-0-14 63.16%),46 (1.21),←,
7,"Couch, Paul",28y 267d,167 (94-0-73 56.29%),141 (0.84),←,
28,"Darcy, Tim",29y 87d,140 (74-0-66 52.86%),63 (0.45),←,
14,"Handley, Steven",22y 263d,27 (18-0-9 66.67%),12 (0.44),←,
42,"Hickmott, Adrian",21y 13d,5 (3-0-2 60.00%),1 (0.20),←,
29,"Hinkley, Ken",26y 194d,80 (45-0-35 56.25%),60 (0.75),69 (41-0-28 59.42%),39 (0.57)
32,"Hocking, Garry",24y 186d,104 (59-1-44 57.21%),104 (1.00),←,
10,"Hooper, Stephen",23y 338d,15 (9-0-6 60.00%),,←,
17,"McGrath, Tim",22y 187d,36 (23-0-13 63.89%),,29 (19-0-10 65.52%),
20,"OReilly, Stephen",20y 154d,1 (0-0-1 0.00%),,←,
23,"Pickering, Liam",24y 215d,23 (9-0-14 39.13%),8 (0.35),1 (0-0-1 0.00%),
15,"Riccardi, Peter",20y 116d,23 (16-0-7 69.57%),20 (0.87),←,
8,"Scott, Robert",24y 42d,106 (59-1-46 56.13%),137 (1.29),←,
37,"Simpson, Sean",22y 361d,41 (25-0-16 60.98%),8 (0.20),34 (24-0-10 70.59%),7 (0.21)
25,"Steele, Darren",26y 364d,122 (49-1-72 40.57%),32 (0.26),3 (1-0-2 33.33%),1 (0.33)
26,"Stoneham, Barry",25y 62d,135 (76-1-58 56.67%),122 (0.90),←,
9,"Willison, Leigh",23y 180d,3 (1-0-2 33.33%),4 (1.33),←,
Totals,Totals,24y 183d,1416 (768-7-641 54.24%),1230 (0.87),,
C,"Blight, Malcolm",43y 55d,118 (68-0-50 57.63%),,102 (62-0-40 60.78%),
