Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",12,6,10,22,1,1.0,,6.0,1.0,5.0,1.0,2.0,,,,7.0,14.0,,,1.0,,1.0,79.0
14,"Cameron, Darcy",5,,1,6,,,43.0,5.0,1.0,,3.0,4.0,1.0,2.0,,5.0,1.0,,,1.0,,,85.0
25,"Crisp, Jack",15,5,8,23,,,,5.0,3.0,1.0,2.0,5.0,,2.0,,7.0,14.0,,,1.0,,,89.0
7,"Daicos, Josh",19,7,19,38,,,,4.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,9.0,29.0,,,1.0,,,87.0
2,"de Goey, Jordan",10,4,10,20,,,,4.0,1.0,3.0,5.0,4.0,,2.0,,5.0,14.0,,1.0,,,1.0,86.0
5,"Elliott, Jamie",8,5,3,11,2,2.0,,4.0,,1.0,,3.0,,1.0,,2.0,9.0,,2.0,2.0,,,81.0
17,"Frampton, Billy",10,7,3,13,,,2.0,,2.0,1.0,,3.0,,1.0,,,12.0,,,6.0,,,91.0
33 ↑,"Ginnivan, Jack",7,3,3,10,,1.0,,,,2.0,2.0,1.0,,,,5.0,5.0,,2.0,,,3.0,54.0
23,"Hill, Bobby",12,4,4,16,1,,,3.0,,7.0,,,1.0,,,4.0,11.0,,1.0,,1.0,2.0,68.0
32,"Hoskin-Elliott, Will",9,6,6,15,,,,1.0,,3.0,,,,,,3.0,12.0,,,1.0,,2.0,83.0
38,"Howe, Jeremy",6,5,3,9,2,1.0,,3.0,,2.0,,1.0,1.0,1.0,,5.0,5.0,1.0,3.0,6.0,,1.0,88.0
1,"Lipinski, Patrick",12,4,13,25,,,,8.0,2.0,4.0,5.0,3.0,1.0,,,13.0,11.0,,,,,1.0,76.0
37,"Markov, Oleg",8,5,8,16,,,,2.0,3.0,1.0,,2.0,1.0,,,6.0,9.0,,,2.0,,,79.0
4,"Maynard, Brayden",18,7,8,26,,1.0,,,5.0,2.0,1.0,4.0,1.0,1.0,,6.0,15.0,,,3.0,,,86.0
31,"McCreery, Beau",7,4,3,10,2,1.0,,8.0,,2.0,,,,,,,10.0,,1.0,,1.0,1.0,72.0
11,"McStay, Daniel",10,7,3,13,2,1.0,1.0,2.0,,2.0,3.0,1.0,,,,7.0,6.0,2.0,3.0,3.0,,,91.0
41,"Mihocek, Brody",9,6,,9,5,,,2.0,,,,2.0,1.0,1.0,1.0,3.0,7.0,1.0,5.0,,,,87.0
6,"Mitchell, Tom",8,2,16,24,,,,8.0,1.0,3.0,5.0,3.0,,,,16.0,9.0,,,1.0,,2.0,76.0
30 ↓,"Moore, Darcy",3,1,,3,,,,,2.0,,,,,,,,2.0,,,2.0,1.0,,20.0
28,"Murphy, Nathan",5,6,4,9,,,,1.0,3.0,,,3.0,,2.0,,3.0,6.0,2.0,,9.0,,,95.0
9,"Noble, John",12,7,5,17,,,,,5.0,2.0,,3.0,,1.0,,4.0,14.0,,,1.0,2.0,,68.0
10,"Pendlebury, Scott",13,4,8,21,1,,,7.0,1.0,1.0,5.0,2.0,1.0,,,10.0,13.0,,,1.0,,,71.0
3,"Quaynor, Isaac",13,6,9,22,,,,3.0,3.0,1.0,1.0,3.0,1.0,,,10.0,14.0,,,6.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,111,147,378,16,13.0,46.0,76.0,36.0,45.0,36.0,53.0,10.0,17.0,4.0,130.0,242.0,6.0,18.0,47.0,5.0,14.0,
Opposition,Opposition,215,91,134,349,15,11.0,47.0,66.0,29.0,51.0,44.0,57.0,17.0,10.0,2.0,137.0,201.0,9.0,15.0,40.0,8.0,13.0,
