Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",9,4,22,31,1,1.0,,3.0,1.0,3.0,6.0,3.0,,2.0,,14.0,19.0,1.0,1.0,2.0,1.0,,86.0
3,"Bartel, Jimmy",22,8,10,32,2,,2.0,2.0,1.0,5.0,4.0,1.0,,,,7.0,24.0,,1.0,3.0,1.0,,87.0
24,"Blake, Mark",4,3,16,20,,,24.0,1.0,,1.0,4.0,3.0,2.0,1.0,,11.0,9.0,,,1.0,,,63.0
17,"Byrnes, Shannon",13,11,11,24,3,1.0,,3.0,,4.0,,1.0,1.0,,,7.0,17.0,1.0,2.0,,,,76.0
35,"Chapman, Paul",17,7,17,34,2,,,1.0,,5.0,3.0,1.0,1.0,,2.0,11.0,23.0,1.0,2.0,1.0,1.0,1.0,85.0
22,"Duncan, Mitch",7,8,9,16,,,,2.0,2.0,2.0,2.0,3.0,,,,5.0,11.0,,,2.0,,,71.0
44,"Enright, Corey",24,7,5,29,,,,4.0,7.0,4.0,1.0,2.0,,,,5.0,24.0,2.0,,,,,87.0
26,"Hawkins, Tom",11,8,6,17,4,,9.0,1.0,,3.0,2.0,1.0,1.0,,,8.0,9.0,,2.0,2.0,,,75.0
34,"Hogan, Simon",12,3,12,24,1,1.0,,3.0,2.0,3.0,4.0,2.0,1.0,,,9.0,15.0,,1.0,1.0,,,68.0
8,"Hunt, Josh",6,3,8,14,,,,2.0,1.0,,1.0,1.0,,,,5.0,9.0,2.0,,2.0,,,87.0
20,"Johnson, Steve",20,9,3,23,6,2.0,,1.0,,6.0,2.0,4.0,2.0,2.0,3.0,9.0,13.0,,5.0,3.0,,5.0,85.0
45,"Ling, Cameron",8,3,7,15,1,2.0,,3.0,1.0,2.0,1.0,3.0,,3.0,,5.0,10.0,1.0,1.0,,,1.0,85.0
13,"Lonergan, Tom",4,6,14,18,,,,4.0,2.0,,1.0,5.0,2.0,2.0,,9.0,9.0,2.0,,4.0,1.0,,87.0
4,"Mackie, Andrew",17,10,12,29,,2.0,,4.0,2.0,3.0,1.0,2.0,1.0,,,5.0,24.0,,2.0,3.0,,,82.0
39,"Milburn, Darren",15,13,13,28,,,,1.0,3.0,2.0,1.0,1.0,,,,6.0,22.0,1.0,,3.0,,,84.0
21,"Mooney, Cameron",17,12,4,21,3,1.0,,1.0,,6.0,,1.0,1.0,,,5.0,16.0,2.0,3.0,2.0,,2.0,90.0
30,"Scarlett, Matthew",5,2,6,11,,,,2.0,4.0,,,2.0,,2.0,,1.0,10.0,,,5.0,,,91.0
14,"Selwood, Joel",15,7,17,32,,,,2.0,5.0,2.0,2.0,2.0,2.0,,1.0,8.0,24.0,1.0,,3.0,1.0,1.0,85.0
27,"Stokes, Mathew",12,3,10,22,,,,2.0,,7.0,,2.0,,1.0,,1.0,21.0,,,2.0,,3.0,82.0
7,"Taylor, Harry",7,4,9,16,,,,,3.0,,,,,,,6.0,9.0,2.0,,8.0,1.0,,84.0
5,"Varcoe, Travis",5,3,9,14,1,,,2.0,,3.0,1.0,,,,,5.0,9.0,,,1.0,,1.0,78.0
40,"Wojcinski, David",8,3,9,17,,,,1.0,,4.0,1.0,1.0,,,,5.0,12.0,,,2.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,258,137,229,487,24,11.0,35.0,45.0,34.0,65.0,37.0,41.0,14.0,13.0,6.0,147.0,339.0,16.0,20.0,50.0,6.0,14.0,
Opposition,Opposition,165,73,173,338,10,14.0,28.0,63.0,38.0,50.0,34.0,47.0,13.0,14.0,,131.0,208.0,9.0,5.0,39.0,11.0,4.0,
