Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 95d,251 (137-2-112 54.98%),330 (1.31),59 (13-0-46 22.03%),68 (1.15)
31,"Allen, Jackson",20y 125d,3 (1-0-2 33.33%),,←,
11,"Bennell, Harley",20y 319d,49 (10-0-39 20.41%),56 (1.14),←,
40,"Boston, Andrew",19y 147d,6 (1-0-5 16.67%),3 (0.50),←,
36,"Broughton, Greg",26y 322d,84 (35-0-49 41.67%),17 (0.20),16 (6-0-10 37.50%),2 (0.13)
23,"Dixon, Charlie",22y 328d,33 (9-0-24 27.27%),26 (0.79),←,
15,"Gorringe, Daniel",21y 76d,16 (3-0-13 18.75%),5 (0.31),←,
33,"Hall, Aaron",22y 281d,28 (9-0-19 32.14%),30 (1.07),←,
46,"Hall, Josh",23y 136d,5 (2-0-3 40.00%),3 (0.60),←,
5,"Harbrow, Jarrod",25y 30d,125 (53-1-71 42.80%),36 (0.29),55 (13-0-42 23.64%),15 (0.27)
34,"Hutchins, Jack",21y 178d,16 (6-0-10 37.50%),3 (0.19),←,
17,"May, Steven",21y 219d,33 (8-0-25 24.24%),15 (0.45),←,
18,"McKenzie, Trent",21y 136d,55 (12-0-43 21.82%),19 (0.35),←,
29,"Murphy, Tom",27y 151d,110 (60-1-49 55.00%),5 (0.05),15 (5-0-10 33.33%),
1,"OMeara, Jaeger",19y 175d,20 (7-0-13 35.00%),14 (0.70),←,
10,"Prestia, Dion",20y 309d,49 (9-0-40 18.37%),10 (0.20),←,
8,"Russell, Luke",21y 205d,41 (6-0-35 14.63%),17 (0.41),←,
25,"Stanley, Danny",25y 180d,56 (13-0-43 23.21%),28 (0.50),51 (12-0-39 23.53%),28 (0.55)
39,"Sumner, Timmy",18y 312d,9 (2-0-7 22.22%),3 (0.33),←,
24,"Swallow, David",20y 271d,51 (11-0-40 21.57%),22 (0.43),←,
48,"Tape, Seb",21y 11d,29 (3-0-26 10.34%),1 (0.03),←,
16,"Thompson, Rory",22y 158d,32 (8-0-24 25.00%),6 (0.19),←,
Totals,Totals,22y 173d,1101 (405-4-692 36.78%),649 (0.59),,
C,"McKenna, Guy",44y 98d,64 (13-0-51 20.31%),,←,
