Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",13,11.0,6,19,,,,4.0,11.0,,,,2.0,,,5,16,,,5.0,,,100.0
16,"Bowden, Patrick",16,9.0,7,23,1.0,,,2.0,8.0,3.0,,3.0,,,,4,16,1.0,1.0,3.0,1.0,,87.0
24,"Coughlan, Mark",18,6.0,9,27,1.0,,,5.0,1.0,3.0,4.0,2.0,2.0,,,10,17,,,2.0,,,84.0
3,"Deledio, Brett",4,2.0,5,9,,,,,,,3.0,1.0,1.0,1.0,,6,5,,,,1.0,,24.0
41,"Foley, Nathan",6,1.0,4,10,,,,3.0,2.0,1.0,1.0,2.0,,1.0,,2,8,,,,1.0,,69.0
20,"Hall, Ray",4,4.0,4,8,,,,1.0,2.0,,1.0,1.0,,1.0,,2,5,,,2.0,,,100.0
31,"Hyde, Chris",13,9.0,7,20,4.0,,,1.0,,2.0,2.0,2.0,,2.0,,8,13,,1.0,2.0,3.0,1.0,98.0
17,"Johnson, Kane",8,5.0,3,11,,,,2.0,2.0,1.0,,,,,,2,9,,,3.0,,,76.0
39,"Kellaway, Andrew",11,11.0,2,13,,,,5.0,1.0,3.0,,1.0,,,,2,12,2.0,,,2.0,,92.0
13,"Knobel, Trent",2,,1,3,,,20.0,,,1.0,,,1.0,,,1,2,,,1.0,,,41.0
27,"Krakouer, Andrew",11,8.0,4,15,2.0,1.0,,6.0,,4.0,4.0,1.0,1.0,,,9,6,2.0,1.0,,,1.0,87.0
22,"Meyer, Danny",11,5.0,8,19,,,,4.0,1.0,2.0,2.0,3.0,2.0,3.0,,4,16,,,3.0,1.0,1.0,60.0
1,"Newman, Chris",13,8.0,3,16,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,7,10,1.0,,4.0,,,95.0
26,"Pattison, Adam",3,3.0,3,6,,,1.0,,,,,,,,,1,5,,,2.0,,1.0,58.0
15,"Pettifer, Kayne",17,11.0,4,21,3.0,,,4.0,2.0,9.0,1.0,1.0,1.0,1.0,,9,12,3.0,2.0,1.0,,2.0,100.0
14,"Polo, Dean",7,8.0,10,17,,,,2.0,1.0,2.0,1.0,6.0,,2.0,,6,12,,1.0,1.0,1.0,,94.0
4,"Raines, Andrew",3,3.0,9,12,,,,4.0,1.0,,1.0,3.0,1.0,1.0,,4,7,,,1.0,2.0,,96.0
12,"Richardson, Matthew",13,8.0,2,15,1.0,4.0,,,,4.0,,4.0,,,,3,11,,4.0,2.0,,,100.0
5,"Simmonds, Troy",11,7.0,4,15,3.0,,21.0,2.0,,3.0,4.0,2.0,,1.0,,6,9,1.0,2.0,1.0,1.0,,91.0
30,"Tambling, Richard",19,11.0,4,23,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,3.0,,1.0,8,15,1.0,2.0,4.0,2.0,1.0,94.0
32,"Tivendale, Greg",17,8.0,6,23,1.0,1.0,,4.0,1.0,7.0,5.0,1.0,1.0,,,9,14,,,,2.0,,73.0
21,"Tuck, Shane",14,2.0,10,24,,,,4.0,2.0,3.0,6.0,2.0,1.0,,,10,14,,,1.0,,1.0,82.0
Totals,Totals,234,140.0,115,349,17.0,8.0,42.0,56.0,37.0,52.0,39.0,38.0,17.0,14.0,4.0,118,234,11.0,14.0,38.0,17.0,8.0,
Opposition,Opposition,179,94.0,156,335,12.0,18.0,26.0,56.0,35.0,44.0,29.0,47.0,14.0,17.0,2.0,111,225,5.0,12.0,44.0,19.0,6.0,
