St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
8,"Acres, Blake",19y 228d,5 (0-0-5 0.00%),1 (0.20),←,
20,"Armitage, David",26y 341d,115 (47-1-67 41.30%),72 (0.63),←,
15,"Billings, Jack",19y 278d,23 (5-0-18 21.74%),21 (0.91),←,
27,"Bruce, Josh",22y 349d,32 (5-0-27 15.63%),32 (1.00),18 (4-0-14 22.22%),29 (1.61)
24,"Dempster, Sean",31y 123d,190 (94-3-93 50.26%),20 (0.11),136 (59-3-74 44.49%),12 (0.09)
7,"Dunstan, Luke",20y 114d,24 (6-0-18 25.00%),14 (0.58),←,
25,"Fisher, Sam",32y 317d,206 (117-4-85 57.77%),22 (0.11),←,
1,"Hickey, Tom",24y 78d,34 (8-0-26 23.53%),13 (0.38),22 (7-0-15 31.82%),8 (0.36)
18,"Longer, Billy",22y 11d,33 (5-0-28 15.15%),1 (0.03),24 (3-0-21 12.50%),1 (0.04)
36,"McKenzie, Daniel",19y 6d,4 (1-0-3 25.00%),,←,
28,"Membrey, Tim",20y 362d,7 (2-0-5 28.57%),4 (0.57),6 (1-0-5 16.67%),4 (0.67)
11,"Montagna, Leigh",31y 202d,235 (127-4-104 54.89%),138 (0.59),←,
16,"Newnes, Jack",22y 88d,55 (15-0-40 27.27%),6 (0.11),←,
17,"Roberton, Dylan",23y 336d,72 (31-0-41 43.06%),10 (0.14),35 (9-0-26 25.71%),5 (0.14)
5,"Savage, Shane",24y 138d,78 (46-0-32 58.97%),44 (0.56),22 (5-0-17 22.73%),7 (0.32)
13,"Schneider, Adam",31y 11d,220 (129-3-88 59.32%),254 (1.15),122 (69-2-51 57.38%),155 (1.27)
39,"Shenton, Cameron",24y 238d,20 (3-0-17 15.00%),7 (0.35),←,
40,"Sinclair, Jack",20y 100d,8 (2-0-6 25.00%),9 (1.13),←,
3,"Steven, Jack",25y 56d,98 (36-1-61 37.24%),69 (0.70),←,
4,"Templeton, Eli",19y 277d,9 (3-0-6 33.33%),5 (0.56),←,
29,"Webster, Jimmy",21y 329d,26 (5-0-21 19.23%),1 (0.04),←,
44,"Weller, Maverick",23y 99d,55 (9-0-46 16.36%),8 (0.15),23 (3-0-20 13.04%),5 (0.22)
Totals,Totals,24y 3d,1549 (696-16-837 44.93%),751 (0.48),,
C,"Richardson, Alan",50y 6d,31 (6-0-25 19.35%),,30 (6-0-24 20.00%),
