Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",29y 250d,193 (90-2-101 47.15%),68 (0.35),162 (87-2-73 54.32%),56 (0.35)
14,"Cameron, Darcy",27y 314d,58 (31-1-26 54.31%),46 (0.79),57 (31-1-25 55.26%),46 (0.81)
46,"Cox, Mason",32y 75d,100 (59-0-41 59.00%),108 (1.08),←,
25,"Crisp, Jack",29y 238d,211 (111-2-98 53.08%),65 (0.31),193 (104-2-87 54.40%),55 (0.28)
7,"Daicos, Josh",24y 183d,88 (50-1-37 57.39%),50 (0.57),←,
35,"Daicos, Nick",20y 145d,36 (27-0-9 75.00%),14 (0.39),←,
2,"de Goey, Jordan",27y 74d,147 (80-2-65 55.10%),183 (1.24),←,
5,"Elliott, Jamie",30y 280d,166 (100-2-64 60.84%),237 (1.43),←,
33,"Ginnivan, Jack",20y 170d,35 (25-0-10 71.43%),54 (1.54),←,
23,"Hill, Bobby",23y 108d,52 (27-1-24 52.88%),47 (0.90),11 (10-0-1 90.91%),13 (1.18)
32,"Hoskin-Elliott, Will",29y 268d,192 (92-2-98 48.44%),167 (0.87),140 (80-2-58 57.86%),125 (0.89)
40,"Johnson, Ash",25y 234d,18 (14-0-4 77.78%),26 (1.44),←,
37,"Markov, Oleg",27y 20d,59 (29-0-30 49.15%),5 (0.08),8 (7-0-1 87.50%),
4,"Maynard, Brayden",26y 250d,172 (90-2-80 52.91%),17 (0.10),←,
31,"McCreery, Beau",22y 39d,46 (29-0-17 63.04%),35 (0.76),←,
41,"Mihocek, Brody",30y 113d,113 (68-1-44 60.62%),193 (1.71),←,
6,"Mitchell, Tom",29y 362d,182 (97-3-82 54.12%),80 (0.44),11 (10-0-1 90.91%),4 (0.36)
30,"Moore, Darcy",27y 123d,137 (70-2-65 51.82%),67 (0.49),←,
28,"Murphy, Nathan",23y 164d,43 (29-0-14 67.44%),1 (0.02),←,
9,"Noble, John",26y 64d,80 (46-1-33 58.13%),5 (0.06),←,
10,"Pendlebury, Scott",35y 141d,368 (222-3-143 60.73%),188 (0.51),←,
3,"Quaynor, Isaac",23y 133d,70 (39-0-31 55.71%),3 (0.04),←,
22,"Sidebottom, Steele",32y 146d,300 (182-4-114 61.33%),188 (0.63),←,
Totals,Totals,27y 74d,2866 (1607-29-1230 56.07%),1847 (0.64),,
C,"McRae, Craig",49y 248d,36 (27-0-9 75.00%),,←,
