Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",26y 29d,89 (49-0-40 55.06%),54 (0.61),←,
32,"Dangerfield, Patrick",19y 13d,6 (3-0-3 50.00%),5 (0.83),←,
11,"Doughty, Michael",29y 256d,146 (89-0-57 60.96%),34 (0.23),←,
26,"Douglas, Richard",22y 71d,42 (23-0-19 54.76%),29 (0.69),←,
9,"Edwards, Tyson",32y 255d,293 (160-0-133 54.61%),184 (0.63),←,
36,"Goodwin, Simon",32y 113d,242 (138-0-104 57.02%),156 (0.64),←,
18,"Johncock, Graham",26y 179d,150 (84-0-66 56.00%),89 (0.59),←,
14,"Mackay, David",20y 267d,23 (15-0-8 65.22%),6 (0.26),←,
20,"Maric, Ivan",23y 104d,34 (19-0-15 55.88%),17 (0.50),←,
23,"McLeod, Andrew",32y 257d,308 (168-0-140 54.55%),257 (0.83),←,
22,"Otten, Andy",19y 338d,6 (3-0-3 50.00%),,←,
33,"Petrenko, Jared",19y 117d,4 (2-0-2 50.00%),2 (0.50),←,
40,"Porplyzia, Jason",24y 142d,48 (30-0-18 62.50%),69 (1.44),←,
3,"Reilly, Brent",25y 157d,97 (57-0-40 58.76%),39 (0.40),←,
25,"Rutten, Ben",25y 325d,106 (66-0-40 62.26%),5 (0.05),←,
12,"Shirley, Robert",28y 313d,141 (79-0-62 56.03%),27 (0.19),←,
15,"Symes, Brad",24y 42d,38 (18-0-20 47.37%),5 (0.13),18 (10-0-8 55.56%),3 (0.17)
5,"Thompson, Scott",26y 35d,135 (78-0-57 57.78%),99 (0.73),96 (60-0-36 62.50%),82 (0.85)
4,"Tippett, Kurt",21y 345d,23 (12-0-11 52.17%),22 (0.96),←,
7,"van Berlo, Nathan",22y 316d,80 (48-0-32 60.00%),24 (0.30),←,
17,"Vince, Bernie",23y 198d,35 (22-0-13 62.86%),18 (0.51),←,
13,"Walker, Taylor",18y 358d,4 (2-0-2 50.00%),7 (1.75),←,
Totals,Totals,24y 308d,2050 (1165-0-885 56.83%),1148 (0.56),,
C,"Craig, Neil",53y 97d,108 (66-0-42 61.11%),,←,
