Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
11,"Curley, Todd",23y 175d,17 (4-1-12 26.47%),19 (1.12),14 (2-1-11 17.86%),18 (1.29)
14,"Darcy, Luke",20y 361d,16 (3-1-12 21.88%),7 (0.44),←,
28,"Dimattina, Paul",21y 228d,8 (2-0-6 25.00%),,←,
3,"Grant, Chris",23y 207d,136 (67-3-66 50.37%),272 (2.00),←,
37,"Hargraves, Daniel",20y 165d,26 (10-0-16 38.46%),43 (1.65),←,
10,"Hunter, Mark",30y 308d,127 (60-3-64 48.43%),9 (0.07),←,
13,"Jakovich, Allen",28y 108d,52 (25-1-26 49.04%),204 (3.92),5 (0-1-4 10.00%),3 (0.60)
6,"Johnson, Brad",19y 355d,44 (16-2-26 38.64%),24 (0.55),←,
4,"Kellett, Nigel",26y 202d,89 (43-2-44 49.44%),40 (0.45),←,
2,"Kolyniuk, Steven",26y 2d,115 (56-1-58 49.13%),125 (1.09),←,
35,"Kretiuk, Steven",24y 3d,56 (30-1-25 54.46%),9 (0.16),←,
39,"Liberatore, Tony",30y 147d,165 (85-3-77 52.42%),80 (0.48),←,
22,"Quill, Peter",26y 319d,56 (28-2-26 51.79%),18 (0.32),←,
36,"Romero, Jose",24y 341d,118 (59-1-58 50.42%),113 (0.96),29 (10-1-18 36.21%),15 (0.52)
5,"Smith, Rohan",23y 37d,67 (32-2-33 49.25%),34 (0.51),←,
8,"Southern, Daniel",21y 188d,46 (20-1-25 44.57%),8 (0.17),←,
24,"Wallis, Stephen",31y 254d,253 (127-4-122 50.99%),57 (0.23),←,
25,"Watts, Jason",24y 344d,44 (19-1-24 44.32%),34 (0.77),←,
7,"West, Scott",21y 236d,74 (34-1-39 46.62%),36 (0.49),←,
45,"Wira, Brad",24y 113d,14 (2-1-11 17.86%),,13 (2-1-10 19.23%),
15,"Wynd, Scott",26y 164d,139 (66-3-70 48.56%),24 (0.17),←,
Totals,Totals,24y 307d,1662 (788-34-840 47.41%),1156 (0.70),,
C,"Wallace, Terry",37y 207d,2 (0-0-2 0.00%),,←,
