Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ballantyne, Jon",2,,2,4,,,,,,,,,1.0,1.0,,,,,,,,,
26,"Brown, Gavin",14,5,8,22,1,,1.0,3.0,,,,,2.0,2.0,,,,,,,,,
5,"Buckley, Nathan",16,4,8,24,,3.0,,2.0,,,,,1.0,2.0,,,,,,,,,
17,"Burns, Scott",7,3,6,13,,,,6.0,,,,,1.0,1.0,,,,,,,,,
24,"Butcher, Kent",5,1,3,8,,,,1.0,,,,,2.0,,,,,,,,,,
28,"Crosisca, Gavin",5,1,8,13,,,,2.0,,,,,2.0,1.0,,,,,,,,,
15,"Hassall, Jon",13,3,7,20,1,,,1.0,,,,,,3.0,,,,,,,,,
40,"Hider, Nick",5,3,3,8,,2.0,,,,,,,,,,,,,,,,,
31,"Hotton, Trent",1,,1,2,,,1.0,1.0,,,,,1.0,,,,,,,,,,
23,"Kelly, Craig",5,5,8,13,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
33,"Liddell, Chad",2,2,,2,1,,,,,,,,,,,,,,,,,,
34,"McGuane, Mick",14,,5,19,,,,,,,,,3.0,1.0,,,,,,,,,
1,"Monkhorst, Damian",9,9,6,15,,,8.0,,,,,,1.0,2.0,,,,,,,,,
6,"Patterson, Stephen",8,2,3,11,,1.0,,2.0,,,,,,2.0,,,,,,,,,
4,"Pert, Gary",12,1,5,17,,,,,,,,,2.0,2.0,,,,,,,,,
16,"Richardson, Mark",6,3,1,7,4,,1.0,4.0,,,,,1.0,,,,,,,,,,
32,"Rowe, Brad",2,1,5,7,,,,1.0,,,,,,,,,,,,,,,
29,"Russell, Scott",7,1,11,18,,,,1.0,,,,,,1.0,,,,,,,,,
18,"Walker, Lee",16,6,3,19,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
14,"Watson, Shane",11,3,6,17,,,1.0,2.0,,,,,2.0,3.0,,,,,,,,,
10,"Williams, Paul",14,6,3,17,1,2.0,,5.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,59,102,276,9,12.0,14.0,33.0,,,,,24.0,24.0,,,,,,,,,
Opposition,Opposition,190,71,122,312,14,11.0,24.0,23.0,,,,,24.0,24.0,6.0,,,,,,,,
