Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Beaumont, Simon",19,7,7,26,3,1.0,,3.0,5.0,7.0,,1.0,1.0,2.0,,4.0,21.0,,1.0,3.0,,,
21,"Bradley, Craig",10,1,7,17,1,,,,2.0,3.0,3.0,2.0,1.0,,,5.0,13.0,,,6.0,,,
16,"Camporeale, Scott",22,1,5,27,1,1.0,,3.0,,9.0,3.0,1.0,1.0,1.0,,4.0,22.0,,,1.0,1.0,,
39,"Christou, Ang",2,1,2,4,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,3.0,,,,,,
32,"Culpitt, Heath",3,2,4,7,,,,1.0,,3.0,3.0,,1.0,3.0,,4.0,3.0,1.0,,1.0,,,
31,"Fletcher, Simon",6,6,4,10,1,1.0,,,2.0,2.0,,,,,,2.0,9.0,2.0,2.0,3.0,,,
45,"Franchina, Anthony",7,,4,11,,,,2.0,2.0,2.0,,1.0,1.0,,,4.0,7.0,,,1.0,,,
17,"Freeborn, Scott",7,3,3,10,,,,3.0,1.0,2.0,,1.0,,1.0,,1.0,9.0,,1.0,,1.0,,
4,"Hamill, Aaron",8,7,15,23,2,1.0,,3.0,,4.0,4.0,1.0,,2.0,3.0,13.0,10.0,4.0,2.0,1.0,,,
9,"Hickmott, Adrian",14,9,11,25,2,,,2.0,1.0,4.0,4.0,1.0,,,,8.0,16.0,,1.0,3.0,,,
37,"Hotton, Trent",10,8,5,15,5,,3.0,2.0,1.0,4.0,2.0,2.0,1.0,,1.0,6.0,8.0,1.0,4.0,1.0,,,
33,"Houlihan, Ryan",3,2,4,7,2,,,,,1.0,,,,,,3.0,4.0,,,1.0,,,
43,"Koutoufides, Anthony",10,6,12,22,2,1.0,,4.0,,2.0,4.0,2.0,1.0,2.0,,9.0,14.0,2.0,2.0,,,,
12,"Lappin, Matthew",16,10,5,21,1,,,1.0,2.0,10.0,1.0,1.0,1.0,2.0,,5.0,16.0,,,2.0,1.0,,
3,"Massie, Kris",4,1,2,6,,,,,,,,,,,,2.0,4.0,,1.0,,,,
5,"McKay, Andrew",10,3,8,18,,2.0,,4.0,1.0,2.0,2.0,2.0,1.0,,,4.0,15.0,,,,,,
26,"OReilly, Stephen",6,7,1,7,,,4.0,1.0,1.0,1.0,,,,1.0,,,7.0,,,1.0,,,
11,"Porter, Mark",1,3,10,11,,,39.0,2.0,1.0,1.0,7.0,,2.0,,2.0,8.0,3.0,1.0,,4.0,,,
7,"Ratten, Brett",15,3,16,31,3,,,2.0,1.0,4.0,12.0,3.0,1.0,1.0,,18.0,14.0,1.0,2.0,3.0,,,
23,"Rice, Dean",9,5,2,11,,,,1.0,3.0,1.0,,,,1.0,,3.0,7.0,1.0,,,,,
1,"Silvagni, Stephen",8,3,9,17,,,,1.0,6.0,1.0,2.0,2.0,,3.0,,7.0,10.0,,,5.0,,,
8,"Whitnall, Lance",12,11,4,16,5,3.0,1.0,2.0,,,,,,,,10.0,6.0,6.0,9.0,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,99,140,342,28,12.0,47.0,38.0,30.0,64.0,48.0,20.0,12.0,20.0,6.0,121.0,221.0,19.0,25.0,39.0,3.0,,
Opposition,Opposition,163,66,99,262,10,9.0,25.0,44.0,30.0,43.0,28.0,21.0,20.0,12.0,,104.0,159.0,5.0,11.0,21.0,5.0,,
