North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
44,"Anthony, Liam",21y 292d,1 (0-0-1 0.00%),,←,
11,"Firrito, Michael",25y 213d,118 (59-1-58 50.42%),19 (0.16),←,
32,"Garlett, Cruize",20y 114d,2 (0-0-2 0.00%),1 (0.50),←,
38,"Gibson, Josh",25y 107d,56 (26-0-30 46.43%),1 (0.02),←,
17,"Grima, Nathan",23y 327d,5 (1-0-4 20.00%),,←,
31,"Hale, David",25y 37d,113 (50-1-62 44.69%),99 (0.88),←,
6,"Hansen, Lachlan",20y 315d,20 (10-0-10 50.00%),5 (0.25),←,
39,"Harding, Leigh",28y 63d,124 (59-2-63 48.39%),146 (1.18),←,
4,"Harris, Daniel",27y 49d,145 (71-2-72 49.66%),42 (0.29),←,
29,"Harvey, Brent",31y 45d,270 (149-2-119 55.56%),311 (1.15),←,
21,"Jones, Corey",28y 122d,148 (71-1-76 48.31%),201 (1.36),←,
1,"McIntosh, Hamish",24y 297d,70 (29-1-40 42.14%),34 (0.49),←,
42,"McMahon, Scott",23y 26d,42 (22-0-20 52.38%),23 (0.55),←,
20,"Petrie, Drew",26y 256d,167 (80-2-85 48.50%),142 (0.85),←,
30,"Pratt, Daniel",26y 99d,93 (46-0-47 49.46%),9 (0.10),90 (45-0-45 50.00%),8 (0.09)
3,"Rawlings, Brady",28y 18d,192 (97-1-94 50.78%),58 (0.30),←,
15,"Ross, Ben",20y 280d,10 (5-0-5 50.00%),3 (0.30),←,
7,"Simpson, Adam",33y 132d,301 (170-2-129 56.81%),82 (0.27),←,
9,"Swallow, Andrew",22y 26d,53 (23-0-30 43.40%),21 (0.40),←,
16,"Thompson, Scott",23y 50d,19 (4-1-14 23.68%),,←,
14,"Urquhart, Gavin",21y 41d,26 (10-0-16 38.46%),,←,
35,"Warren, Ben",20y 137d,9 (3-0-6 33.33%),11 (1.22),←,
Totals,Totals,24y 321d,1984 (985-16-983 49.65%),1208 (0.61),,
C,"Crocker, Darren",42y 94d,1 (0-0-1 0.00%),,←,
