Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
25,"Beinke, Bryan",27y 6d,34 (20-0-14 58.82%),39 (1.15),←,
26,"Bickley, Mark",33y 7d,247 (124-0-123 50.20%),71 (0.29),←,
35,"Biglands, Rhett",24y 341d,45 (25-0-20 55.56%),16 (0.36),←,
10,"Bode, Matthew",23y 43d,49 (24-0-25 48.98%),46 (0.94),20 (13-0-7 65.00%),21 (1.05)
24,"Burton, Brett",24y 99d,63 (31-0-32 49.21%),87 (1.38),←,
4,"Clarke, Matthew",28y 327d,174 (85-2-87 49.43%),27 (0.16),44 (23-0-21 52.27%),8 (0.18)
1,"Crowell, Andrew",24y 361d,34 (17-0-17 50.00%),10 (0.29),←,
11,"Doughty, Michael",23y 6d,24 (17-0-7 70.83%),13 (0.54),←,
9,"Edwards, Tyson",26y 5d,145 (75-0-70 51.72%),84 (0.58),←,
36,"Goodwin, Simon",25y 228d,114 (63-0-51 55.26%),60 (0.53),←,
34,"Hart, Ben",28y 33d,243 (123-1-119 50.82%),42 (0.17),←,
18,"Johncock, Graham",19y 294d,19 (13-0-6 68.42%),12 (0.63),←,
28,"Johnson, Kane",24y 149d,98 (52-0-46 53.06%),41 (0.42),←,
40,"Ladhams, Chris",21y 294d,22 (13-0-9 59.09%),9 (0.41),←,
3,"Massie, Kris",22y 73d,53 (32-0-21 60.38%),16 (0.30),10 (6-0-4 60.00%),4 (0.40)
16,"McGregor, Ken",21y 194d,46 (22-0-24 47.83%),18 (0.39),←,
23,"McLeod, Andrew",26y 7d,163 (84-0-79 51.53%),174 (1.07),←,
32,"Ricciuto, Mark",27y 64d,211 (102-1-108 48.58%),169 (0.80),←,
5,"Shir, Matthew",20y 333d,10 (6-0-4 60.00%),1 (0.10),←,
7,"Smart, Nigel",33y 82d,245 (123-1-121 50.41%),109 (0.44),←,
20,"Stenglein, Tyson",22y 26d,57 (32-0-25 56.14%),10 (0.18),←,
19,"Stevens, Mark",26y 290d,103 (61-0-42 59.22%),89 (0.86),82 (45-0-37 54.88%),69 (0.84)
Totals,Totals,25y 82d,2199 (1144-5-1050 52.02%),1143 (0.52),,
C,"Ayres, Gary",41y 317d,180 (99-1-80 55.28%),,64 (34-0-30 53.13%),
