St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",25y 238d,84 (58-0-26 69.05%),75 (0.89),1 (0-0-1 0.00%),1 (1.00)
16,"Arceri, Mark",28y 153d,88 (41-0-47 46.59%),131 (1.49),1 (0-0-1 0.00%),3 (3.00)
30,"Bingham, Lawrence",23y 303d,12 (6-0-6 50.00%),,9 (5-0-4 55.56%),
21,"Bourke, Darren",23y 2d,1 (0-0-1 0.00%),,←,
3,"Burke, Nathan",23y 49d,121 (53-1-67 44.21%),34 (0.28),←,
8,"Devonport, Craig",23y 59d,57 (28-0-29 49.12%),65 (1.14),←,
10,"Everitt, Peter",18y 328d,1 (0-0-1 0.00%),1 (1.00),←,
2,"Frawley, Danny",29y 200d,188 (64-1-123 34.31%),13 (0.07),←,
35,"Harvey, Robert",21y 218d,82 (41-1-40 50.61%),56 (0.68),←,
25,"Hollow, Chris",21y 126d,1 (0-0-1 0.00%),,←,
23,"Loewe, Stewart",24y 308d,141 (58-1-82 41.49%),193 (1.37),←,
5,"McAdam, Gilbert",25y 362d,38 (22-1-15 59.21%),38 (1.00),←,
12,"Morris, Russell",30y 299d,140 (100-2-38 72.14%),75 (0.54),47 (29-1-17 62.77%),23 (0.49)
29,"Peckett, Justin",20y 173d,2 (1-0-1 50.00%),,←,
41,"Pekin, Tim",28y 64d,175 (87-1-87 50.00%),39 (0.22),68 (38-1-29 56.62%),24 (0.35)
13,"Ralphsmith, Sean",26y 103d,27 (15-1-11 57.41%),7 (0.26),23 (13-1-9 58.70%),4 (0.17)
31,"Shanahan, Jamie",25y 111d,23 (14-0-9 60.87%),,←,
26,"Taylor, Kain",25y 164d,55 (18-1-36 33.64%),14 (0.25),←,
7,"Winmar, Nicky",27y 183d,121 (53-0-68 43.80%),183 (1.51),←,
17,"Wittman, Chris",27y 209d,90 (68-0-22 75.56%),61 (0.68),1 (0-0-1 0.00%),
Totals,Totals,25y 18d,1447 (727-10-710 50.24%),985 (0.68),,
C,"Sheldon, Ken",33y 86d,70 (38-1-31 55.00%),,←,
