Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",19,3,5,24,,,,3.0,12.0,5.0,1.0,5.0,2.0,3.0,,9.0,10.0,1.0,,3.0,,,93.0
4,"Aish, James",12,8,13,25,1,,,4.0,5.0,4.0,4.0,1.0,,,,12.0,13.0,1.0,,,,1.0,74.0
16,"Brown, Jonathan",5,2,9,14,2,,,1.0,,2.0,1.0,2.0,2.0,1.0,,8.0,6.0,,1.0,2.0,,,95.0
42,"Clarke, Justin",4,2,7,11,,,,2.0,2.0,,,1.0,,,,6.0,5.0,,,9.0,1.0,,94.0
26 ↑,"Cutler, Tom",4,,,4,,,,3.0,2.0,1.0,,,,,,1.0,3.0,,,,,,25.0
27,"Gardiner, Darcy",6,4,3,9,,,,2.0,1.0,2.0,,2.0,1.0,2.0,,1.0,8.0,,,5.0,,,84.0
6,"Green, Josh",9,,5,14,1,2.0,,3.0,,2.0,1.0,2.0,1.0,,,4.0,9.0,,,1.0,,,90.0
11,"Hanley, Pearce",16,5,4,20,,,,1.0,2.0,3.0,,3.0,1.0,,,4.0,14.0,,,2.0,2.0,,76.0
35,"Lester, Ryan",11,3,10,21,,1.0,3.0,9.0,1.0,8.0,3.0,4.0,1.0,,,8.0,14.0,1.0,,1.0,,2.0,80.0
32,"Mayes, Sam",12,1,6,18,,1.0,,3.0,7.0,1.0,2.0,3.0,1.0,1.0,,9.0,7.0,,,4.0,,1.0,94.0
1 ↓,"McGuane, Luke",2,1,3,5,,,,1.0,1.0,,,1.0,,,,2.0,3.0,,1.0,,1.0,,65.0
21,"Merrett, Daniel",5,2,1,6,1,,8.0,1.0,,2.0,,,,,,1.0,5.0,,,4.0,,1.0,89.0
22,"Paparone, Marco",4,2,4,8,,,,2.0,1.0,,,1.0,,,,5.0,3.0,1.0,,,,,88.0
24,"Patfull, Joel",6,6,5,11,,,,5.0,1.0,1.0,,2.0,1.0,1.0,,3.0,8.0,1.0,,6.0,,,98.0
31,"Polkinghorne, James",3,1,6,9,,,,3.0,2.0,1.0,,1.0,,1.0,,3.0,7.0,,,4.0,,,81.0
29,"Raines, Andrew",11,,13,24,1,,,3.0,2.0,1.0,3.0,3.0,2.0,,,6.0,17.0,,,2.0,1.0,,80.0
30,"Redden, Jack",15,3,14,29,2,,,5.0,,7.0,10.0,6.0,3.0,3.0,2.0,16.0,15.0,,,1.0,,,86.0
18,"Robertson, Nick",7,3,11,18,,1.0,,5.0,1.0,4.0,6.0,4.0,,4.0,,9.0,12.0,,,3.0,,1.0,78.0
38,"Rockliff, Tom",9,3,8,17,,,,8.0,4.0,3.0,4.0,4.0,1.0,3.0,,7.0,10.0,,,4.0,,,85.0
28,"Taylor, Lewis",5,2,8,13,2,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,5.0,7.0,,1.0,1.0,,1.0,77.0
13,"West, Trent",9,5,5,14,1,,39.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,,7.0,8.0,2.0,1.0,4.0,,,82.0
15,"Zorko, Dayne",12,3,12,24,1,,,12.0,,7.0,5.0,3.0,2.0,1.0,,11.0,12.0,,1.0,1.0,1.0,2.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,59,152,338,12,10.0,50.0,80.0,48.0,57.0,45.0,52.0,22.0,21.0,2.0,137.0,196.0,7.0,5.0,57.0,6.0,9.0,
Opposition,Opposition,217,93,172,389,11,13.0,53.0,71.0,43.0,60.0,46.0,61.0,21.0,22.0,4.0,143.0,236.0,10.0,8.0,56.0,5.0,5.0,
